Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
ZFAND2B,466.661149,-2.52E-07,0.00144256,0.978883273,0.999972853
RETREG2,1484.846169,-1.96E-06,0.001442419,0.88899812,0.999972853
CNPPD1,673.0486218,1.01E-05,0.001442481,0.435951486,0.999972853
SLC23A3,20.3129847,1.60E-06,0.001442684,0.572551368,0.999972853
NHEJ1,42.17357234,-1.79E-06,0.001442669,0.685778153,0.999972853
CFAP65,8.120385492,-2.25E-06,0.001442691,0.24897655,0.999972853
CDK5R2,0.328738094,1.62E-07,0.001442695,0.74750672,0.999972853
WNT6,3.846290924,-2.01E-07,0.001442694,0.840489744,0.999972853
LOC119056899,8.663199935,5.67E-07,0.001442692,0.682828112,0.999972853
LOC119056909,0.358167451,-3.87E-08,0.001442695,0.996458591,0.999972853
TTLL4,494.8628099,2.34E-06,0.001442523,0.833417936,0.999972853
STK36,645.3484965,8.74E-06,0.001442501,0.475006699,0.999972853
RNF25,646.5286077,-5.86E-06,0.00144249,0.632661706,0.999972853
LOC119039496,377.8543593,2.40E-06,0.001442565,0.806378829,0.999972853
ZNF142,573.6445925,2.75E-06,0.001442503,0.815874769,0.999972853
PLCD4,90.16222626,-5.38E-06,0.001442643,0.398555062,0.999972853
LOC128628050,1.206795209,-2.85E-07,0.001442694,0.693291746,0.999972853
CNOT9,689.1748363,5.21E-06,0.001442395,0.731567286,0.999972853
LOC119039547,8.231184454,2.25E-06,0.001442691,0.21606466,0.999972853
USP37,1011.774194,-3.97E-06,0.001442578,0.675893052,0.999972853
VIL1,0.602768109,4.28E-07,0.001442695,0.452429822,0.999972853
CTDSP1,567.86452,4.38E-06,0.001442533,0.688929709,0.999972853
SLC11A1,1.112509803,2.94E-09,0.001442694,0.969597592,0.999972853
CATIP,5.331198418,-1.03E-06,0.001442693,0.44964423,0.999972853
LOC119039533,285.4101578,-3.44E-06,0.001442608,0.673563665,0.999972853
TMBIM1,6179.108853,-9.34E-06,0.001442454,0.492825457,0.999972853
LOC119039537,380.0358199,-1.60E-05,0.001442532,0.190243674,0.999972853
AAMP,2680.066925,1.43E-05,0.001442385,0.364738579,0.999972853
GPBAR1,7.052779994,8.54E-07,0.001442691,0.606166204,0.999972853
ARPC2,13438.25286,1.48E-06,0.001442461,0.899356816,0.999972853
CXCR1,49.34779004,-1.55E-06,0.001442688,0.505142159,0.999972853
LOC119039525,0.242154658,-8.25E-08,0.001442695,0.859009179,0.999972853
LOC119039529,484.1336578,2.60E-07,0.001442684,0.931244335,0.999972853
RUFY4,439.231543,-3.91E-07,0.001442684,0.888455104,0.999972853
TNS1,5969.999579,-3.64E-07,0.001442624,0.957198384,0.999972853
LOC119039493,2.612405257,2.80E-07,0.001442693,0.832319898,0.999972853
LOC119039542,0.376778169,2.13E-07,0.001442695,0.724154402,0.999972853
IGFBP5,61577.06747,1.23E-06,0.001442659,0.81249397,0.999972853
IGFBP2,5.577226613,-4.51E-07,0.001442692,0.724664091,0.999972853
RPL37A,6065.74956,2.06E-06,0.001442382,0.88234438,0.999972853
SMARCAL1,621.5574521,-1.83E-05,0.001442499,0.170378683,0.999972853
XRCC5,994.743713,-3.31E-06,0.001442377,0.826297151,0.999972853
TMEM169,71.43576961,5.54E-06,0.00144267,0.234674556,0.999972853
PECR,163.5646821,-4.20E-06,0.001442648,0.482776184,0.999972853
MREG,32.94665315,-6.16E-06,0.00144268,0.121839468,0.999972853
LOC128627015,0.287776763,-7.38E-08,0.001442695,0.868807097,0.999972853
FN1,6603.503132,-3.94E-06,0.001442682,0.237816431,0.999972853
ATIC,1246.898404,-9.29E-06,0.00144252,0.426596495,0.999972853
LOC128628364,5.507252594,-1.40E-06,0.001442692,0.368414108,0.999972853
ABCA12,243.2315369,-9.02E-06,0.001442573,0.361902267,0.999972853
BARD1,238.3840068,-2.92E-06,0.001442645,0.637191688,0.999972853
SPAG16,29.02198459,-2.16E-06,0.001442683,0.52663264,0.999972853
IKZF2,779.333953,-1.33E-05,0.001442634,0.093426799,0.999972853
ERBB4,5814.691859,-2.19E-06,0.001442599,0.787337516,0.999972853
LOC128628494,3.383280812,9.86E-07,0.001442694,0.344172923,0.999972853
CPS1,1.820035168,-1.03E-06,0.001442694,0.207713265,0.999972853
LOC128628506,0.893981514,2.66E-07,0.001442695,0.641473317,0.999972853
LANCL1,1539.670021,-4.95E-05,0.001442658,0.006716349,0.999972853
MYL1,1.051749176,-4.09E-07,0.001442694,0.554121594,0.999972853
ACADL,353.6716529,-4.29E-06,0.00144261,0.59322547,0.999972853
KANSL1L,1168.867504,-4.90E-06,0.001442597,0.569709084,0.999972853
RPE,1099.977012,-4.47E-06,0.001442518,0.693294351,0.999972853
UNC80,1.200057005,-2.25E-07,0.001442695,0.715074848,0.999972853
MAP2,65.81755216,-1.39E-06,0.001442671,0.733352731,0.999972853
LOC119064373,2.434076618,1.92E-07,0.001442694,0.827679239,0.999972853
LOC119064309,0.386179778,-1.26E-07,0.001442695,0.822728769,0.999972853
PTH2R,6.433421291,4.25E-07,0.001442692,0.772606748,0.999972853
PIKFYVE,987.3388262,4.99E-06,0.001442549,0.631839592,0.999972853
IDH1,2626.936896,-1.40E-06,0.001442632,0.832779615,0.999972853
CUNH2orf80,0.630565568,6.56E-07,0.001442695,0.186822905,0.999972853
PLEKHM3,285.5660271,-3.79E-06,0.00144264,0.556165892,0.999972853
LOC119064340,5.675903067,-3.95E-08,0.00144269,0.986562866,0.999972853
FZD5,493.5789865,-2.05E-06,0.00144265,0.719130935,0.999972853
CCNYL1,3680.062785,-5.17E-06,0.001442547,0.620670691,0.999972853
LOC119064400,131.8006928,2.64E-06,0.001442657,0.618076499,0.999972853
LOC119064372,816.1483483,1.84E-07,0.001442639,0.98099425,0.999972853
LOC128626294,2.151502752,-7.38E-07,0.001442694,0.464071179,0.999972853
METTL21A,713.4382718,-8.29E-06,0.001442469,0.52576247,0.999972853
CREB1,932.8734622,-1.77E-06,0.001442488,0.88859485,0.999972853
KLF7,1208.662623,-5.96E-06,0.001442541,0.578091763,0.999972853
LOC119064387,0.187008491,8.43E-08,0.001442695,0.928084616,0.999972853
FASTKD2,593.560885,-1.77E-05,0.001442467,0.214801055,0.999972853
MDH1B,18.38406556,-0.969482712,0.565796602,0.002054052,0.999972853
ADAM23,30.8119391,-3.94E-06,0.001442681,0.258368211,0.999972853
ZDBF2,666.5735797,-5.66E-06,0.001442673,0.188579433,0.999972853
CMKLR2,247.2234879,4.28E-07,0.001442677,0.910498874,0.999972853
EEF1B2,6879.067819,-6.57E-06,0.001442516,0.570309829,0.999972853
LOC119064398,13.87872396,1.63E-07,0.001442687,0.942020165,0.999972853
LOC119064397,10.85736221,-1.49E-06,0.001442688,0.5209519,0.999972853
NDUFS1,2260.992933,-7.86E-06,0.001442035,0.721924365,0.999972853
LOC119064381,20.26676238,2.24E-06,0.001442685,0.432045326,0.999972853
LOC119064321,63.1209386,-2.61E-07,0.001442659,0.954103842,0.999972853
INO80D,2111.062148,2.82E-06,0.001442622,0.700292788,0.999972853
LOC128627026,0.22508616,1.33E-07,0.001442695,0.868994425,0.999972853
NRP2,1556.95319,-8.86E-07,0.001442652,0.872736763,0.999972853
PARD3B,857.8600167,2.07E-07,0.0014426,0.980318207,0.999972853
LOC128626133,0.38707116,-1.89E-07,0.001442695,0.595407524,0.999972853
CD28,0.164263326,-2.63E-08,0.001442695,0.919022302,0.999972853
RAPH1,1934.569618,-1.92E-06,0.001442589,0.82549962,0.999972853
ABI2,1417.250983,6.26E-06,0.001442416,0.665481568,0.999972853
LOC119064359,754.3626423,-4.81E-06,0.001442489,0.696536009,0.999972853
NBEAL1,2662.117159,-3.99E-06,0.00144264,0.535806317,0.999972853
CARF,381.1476795,-6.88E-06,0.001442617,0.382486222,0.999972853
WDR12,1046.991116,-9.73E-06,0.001442489,0.448868357,0.999972853
ICA1L,21.47705634,-2.33E-06,0.001442686,0.388476956,0.999972853
ADCY1,0.353104425,5.71E-08,0.001442695,0.992155069,0.999972853
IGFBP1,5.629765146,-5.62E-07,0.001442692,0.660826679,0.999972853
IGFBP3,27.91345358,-1.39E-07,0.00144269,0.960100481,0.999972853
TNS3,1959.248511,7.49E-06,0.001442623,0.328824503,0.999972853
PKD1L1,9.329999696,8.28E-07,0.001442689,0.68450333,0.999972853
HUS1,199.0178242,7.26E-07,0.001442619,0.923879086,0.999972853
SUN3,0.270041872,6.69E-08,0.001442695,0.925134643,0.999972853
CUNH7orf57,22.74221817,2.64E-06,0.001442686,0.331523864,0.999972853
UPP1,119.7754085,6.18E-07,0.001442687,0.787075361,0.999972853
ABCA13,1.831168853,5.25E-07,0.001442694,0.477424695,0.999972853
VWC2,7.228000032,-1.32E-06,0.00144269,0.519703588,0.999972853
ZPBP,73.8461007,3.94E-06,0.001442658,0.466469363,0.999972853
SPATA48,42.78759342,4.55E-06,0.001442668,0.332442379,0.999972853
LOC119057327,0.528956068,4.14E-07,0.001442695,0.41884768,0.999972853
IKZF1,185.3805742,9.54E-08,0.001442657,0.986340129,0.999972853
FIGNL1,217.1734053,3.96E-07,0.001442597,0.964753215,0.999972853
DDC,0.875778663,-4.37E-07,0.001442695,0.383951763,0.999972853
GRB10,11389.49296,7.18E-06,0.001442447,0.598700962,0.999972853
COBL,1675.588079,2.01E-05,0.001442541,0.113712798,0.999972853
VSTM2A,0.258537864,-1.55E-08,0.001442695,0.997933481,0.999972853
SEC61G,922.4810604,8.61E-07,0.001442463,0.947582472,0.999972853
EGFR,945.4312224,2.93E-06,0.001442628,0.692646179,0.999972853
LOC119057340,1.493982626,5.42E-07,0.001442694,0.566760025,0.999972853
LANCL2,122.7022721,7.50E-07,0.00144262,0.920143831,0.999972853
LOC128626824,81.5274493,-4.90E-06,0.001442651,0.403054036,0.999972853
VOPP1,63.07137339,4.56E-06,0.001442666,0.322640468,0.999972853
LSMEM1,3.598402278,2.10E-06,0.001442694,0.058799149,0.999972853
IFRD1,1286.754161,1.54E-05,0.00144259,0.134022296,0.999972853
ZNF277,789.8773831,-1.51E-06,0.001442618,0.839320495,0.999972853
DOCK4,616.9189127,4.75E-07,0.00144265,0.936468022,0.999972853
LOC119057308,0.501374082,-2.66E-07,0.001442695,0.485082416,0.999972853
IMMP2L,15.36190405,3.19E-06,0.001442685,0.279302057,0.999972853
LRRN3,26.79844325,-2.01E-06,0.001442686,0.441645155,0.999972853
DNAJB9,2909.433727,9.34E-06,0.001442572,0.351317171,0.999972853
THAP5,600.6834241,4.68E-06,0.001442602,0.575885518,0.999972853
GPR141,0.280564625,6.25E-09,0.001442695,0.997659824,0.999972853
ELMO1,212.9092499,8.01E-06,0.001442617,0.318038538,0.999972853
ANLN,5399.119703,-1.95E-06,0.001442599,0.7982295,0.999972853
MATCAP2,66.26667036,-3.84E-08,0.001442668,0.993037624,0.999972853
EEPD1,12.27046909,-2.09E-06,0.001442688,0.385478914,0.999972853
SEPTIN7,5087.197189,-0.000644789,0.001527604,0.934880224,0.999972853
HERPUD2,621.9012319,-1.88E-06,0.001442534,0.861586453,0.999972853
TBX20,1947.438204,4.96E-06,0.001442602,0.556705936,0.999972853
DPY19L2,156.3993694,-1.70E-06,0.00144264,0.78995901,0.999972853
DPY19L1,896.7928626,-8.54E-06,0.00144245,0.530186874,0.999972853
BMPER,22.68864811,1.69E-06,0.001442686,0.527898515,0.999972853
LOC128626839,13.84984915,-1.15E-06,0.001442689,0.590492409,0.999972853
BBS9,696.0936168,-3.34E-06,0.001442471,0.793514867,0.999972853
LOC128626840,127.4498006,1.09E-06,0.001442643,0.865514057,0.999972853
RP9,101.783437,-4.58E-06,0.001442638,0.454921983,0.999972853
NT5C3A,489.7890358,3.93E-06,0.001442513,0.732593769,0.999972853
LOC119035304,0.364606173,2.68E-07,0.001442695,0.4962326,0.999972853
FKBP9,2173.804693,7.78E-06,0.001442381,0.611467759,0.999972853
LOC119035195,56.74971197,2.88E-07,0.00144266,0.955672831,0.999972853
KBTBD2,1313.02611,-4.56E-06,0.001442493,0.715501348,0.999972853
AVL9,838.8563791,-1.01E-06,0.001442589,0.928633568,0.999972853
LSM5,411.7199642,-6.36E-06,0.001442592,0.473280251,0.999972853
PDE1C,199.2656677,2.43E-07,0.001442649,0.968124271,0.999972853
ADCYAP1R1,0.64441453,2.12E-07,0.001442695,0.721609233,0.999972853
AQP1,20.41926045,4.63E-06,0.001442691,0.045855476,0.999972853
MINDY4,67.54742391,2.16E-06,0.001442671,0.60943916,0.999972853
GARS1,3426.655425,1.51E-05,0.001442343,0.368590867,0.999972853
LOC119035252,348.2025561,-1.43E-05,0.001442558,0.200195834,0.999972853
GGCT,359.4633419,1.02E-05,0.00144254,0.360255978,0.999972853
NOD1,331.3422368,-5.98E-06,0.001442622,0.428403922,0.999972853
LOC128626878,14.2740701,-4.57E-07,0.00144269,0.825930756,0.999972853
BTG1,2145.754355,3.55E-06,0.001442629,0.612437839,0.999972853
PLEKHG7,114.9690979,4.89E-06,0.001442658,0.374209903,0.999972853
EEA1,2859.834542,-3.28E-06,0.001442621,0.656673306,0.999972853
LOC119050035,2.926626697,8.95E-07,0.001442693,0.487833344,0.999972853
LOC119050017,0.447436147,3.81E-07,0.001442695,0.367999983,0.999972853
NUDT4,9228.00664,6.91E-06,0.001442438,0.618675066,0.999972853
UBE2N,3104.055613,-2.17E-06,0.001442458,0.867216272,0.999972853
MRPL42,399.7240219,-9.00E-06,0.00144254,0.414905851,0.999972853
SOCS2,158.0940884,1.73E-06,0.001442663,0.719243303,0.999972853
CRADD,98.50005465,-4.87E-06,0.001442637,0.478390457,0.999972853
PLXNC1,76.32210858,-1.29E-06,0.001442671,0.746854841,0.999972853
CEP83,618.5982276,-4.63E-06,0.001442468,0.715221091,0.999972853
TMCC3,4.208247102,-1.17E-06,0.001442693,0.353060294,0.999972853
KCNA6,0.41742281,-1.55E-07,0.001442695,0.792338844,0.999972853
KCNA1,8.265012054,6.14E-07,0.001442694,0.341159471,0.999972853
GALNT8,8.729618656,-2.07E-06,0.001442691,0.264905629,0.999972853
NDUFA9,932.8393244,-1.41E-06,0.001442335,0.929693182,0.999972853
AKAP3,3.751914737,-7.50E-07,0.001442693,0.527584945,0.999972853
DYRK4,0.618125231,5.35E-07,0.001442695,0.265719596,0.999972853
RAD51AP1,206.9442352,-1.50E-05,0.001442626,0.08933129,0.999972853
CUNH12orf4,641.372378,-3.88E-06,0.001442516,0.73498308,0.999972853
FGF23,1.82391961,-6.37E-07,0.001442694,0.386586581,0.999972853
TIGAR,542.520504,7.77E-06,0.001442552,0.461416565,0.999972853
CCND2,21046.59642,3.68E-06,0.001442601,0.659586967,0.999972853
LOC128626910,31.10369104,-2.17E-06,0.00144268,0.523881106,0.999972853
PARP11,207.5349306,-1.02E-05,0.001442638,0.164527614,0.999972853
CRACR2A,3.38800033,2.53E-07,0.001442694,0.699388201,0.999972853
TSPAN11,1.323439358,-2.52E-07,0.001442695,0.639586154,0.999972853
TSPAN9,2225.66409,9.21E-06,0.001442535,0.412627429,0.999972853
TEAD4,507.1801026,-9.75E-07,0.001442592,0.908414179,0.999972853
TULP3,1262.783638,-2.68E-07,0.001442486,0.976303355,0.999972853
RHNO1,368.6497329,-4.13E-06,0.00144255,0.688075049,0.999972853
FOXM1,225.0970745,9.63E-06,0.001442644,0.168043931,0.999972853
NRIP2,3.105685108,1.70E-07,0.001442693,0.899787961,0.999972853
ITFG2,453.6042263,4.14E-06,0.001442472,0.839186588,0.999972853
LOC128626937,312.0641294,-8.38E-07,0.001442587,0.915319001,0.999972853
FKBP4,1634.04832,-7.24E-06,0.001442407,0.622037258,0.999972853
WASHC1,526.6407469,-6.57E-06,0.001442502,0.581361257,0.999972853
KDM5A,2423.523053,-7.29E-06,0.001442536,0.507930326,0.999972853
CCDC77,453.925311,1.13E-06,0.00144253,0.919199299,0.999972853
B4GALNT3,1041.387491,1.40E-06,0.001442595,0.894501898,0.999972853
LOC128626955,1.550628026,4.36E-07,0.001442694,0.583481596,0.999972853
NINJ2,5.245612052,2.96E-07,0.001442693,0.828071136,0.999972853
WNK1,6703.781463,-7.53E-06,0.001442374,0.62555216,0.999972853
RAD52,190.9323652,-4.58E-06,0.001442596,0.588238641,0.999972853
ERC1,1452.743155,-1.01E-05,0.001442527,0.382070977,0.999972853
WNT5B,188.9582339,3.69E-06,0.001442631,0.594946939,0.999972853
FBXL14,413.0064342,-8.72E-06,0.001442536,0.438746201,0.999972853
ADIPOR2,1203.847347,4.39E-06,0.001442406,0.762557929,0.999972853
CACNA2D4,5.52838799,9.04E-07,0.001442693,0.431856554,0.999972853
LOC119051683,2.963681458,-5.86E-07,0.001442694,0.570713511,0.999972853
LRTM2,6.066146706,1.07E-06,0.001442693,0.410530637,0.999972853
DCP1B,761.6057409,1.25E-05,0.001442444,0.376904072,0.999972853
CACNA1C,2378.989553,9.77E-07,0.001442657,0.861073339,0.999972853
C1QTNF9,7.408225599,-1.17E-06,0.001442691,0.454135328,0.999972853
SPATA13,400.0590883,-1.12E-05,0.001442588,0.243667918,0.999972853
AMER2,34.31518401,-4.07E-06,0.00144268,0.257730074,0.999972853
LOC128627030,0.550140206,-1.50E-07,0.001442695,0.710731259,0.999972853
UGT2A1,83.39087753,1.58E-06,0.001442671,0.708387119,0.999972853
LOC119043925,0.736420822,-1.71E-07,0.001442695,0.717902872,0.999972853
ARHGEF5,13.94748361,-4.95E-06,0.001442694,0.015938272,0.999972853
NOBOX,3.097684044,7.64E-07,0.001442694,0.473852062,0.999972853
TPK1,148.1118999,9.56E-06,0.001442629,0.21768541,0.999972853
LOC128627069,2.943043475,-1.75E-07,0.001442694,0.859106177,0.999972853
LOC128627068,8.602252936,-8.01E-07,0.001442691,0.634234935,0.999972853
LOC128627072,73.99245196,5.48E-06,0.001442659,0.320429601,0.999972853
ZNF354A,2425.18154,9.07E-06,0.001442277,0.599213853,0.999972853
SMURF1,675.2125688,5.69E-06,0.001442569,0.554768427,0.999972853
KPNA7,0.168978499,7.38E-08,0.001442695,0.913194412,0.999972853
TRRAP,8670.11939,2.99E-06,0.001442445,0.82456204,0.999972853
LOC119062981,2.716943708,-1.49E-07,0.001442693,0.885870135,0.999972853
LOC128627176,0.771584327,-8.90E-07,0.001442695,0.108246276,0.999972853
LOC119052713,706.514344,-3.29E-06,0.001442515,0.773483016,0.999972853
HIGD2A,200.0449606,-1.02E-06,0.001442628,0.885060232,0.999972853
CLTB,1066.648186,5.40E-06,0.001442443,0.696887049,0.999972853
LOC128627103,8.885968043,-2.78E-06,0.001442691,0.165551812,0.999972853
FAF2,976.3187739,3.03E-05,0.001442497,0.059018555,0.999972853
RNF44,1273.744367,1.65E-05,0.001442498,0.211560527,0.999972853
CDHR2,1072.657547,4.06E-06,0.001442667,0.393927572,0.999972853
GPRIN1,3.160702796,9.92E-07,0.001442693,0.401188813,0.999972853
SNCB,6.885562039,5.32E-07,0.00144269,0.799982457,0.999972853
TSPAN17,633.3921654,2.66E-06,0.001442525,0.811871627,0.999972853
UNC5A,1.294444055,-5.12E-08,0.001442695,0.992074842,0.999972853
HK3,40.01580708,4.56E-07,0.001442686,0.86497546,0.999972853
UIMC1,363.8379032,-4.13E-06,0.001442484,0.738869386,0.999972853
ZNF346,214.0217004,-6.18E-07,0.001442594,0.942437178,0.999972853
FGFR4,234.4780824,9.70E-06,0.00144266,0.111470447,0.999972853
LOC119035150,27.36274668,5.35E-06,0.001442686,0.087042475,0.999972853
LOC119035162,6.830305744,-2.12E-06,0.001442691,0.234491201,0.999972853
LOC119035164,0.619554237,-1.97E-08,0.001442695,0.883942779,0.999972853
NSD1,4171.631432,-1.59E-05,0.001442605,0.099166564,0.999972853
RAB24,543.533018,1.32E-05,0.00144251,0.290846125,0.999972853
PRELID1,1736.003531,6.34E-06,0.001442548,0.548310101,0.999972853
MXD3,33.14670802,-2.77E-06,0.001442666,0.55273214,0.999972853
LOC128627128,55.5513251,2.27E-07,0.001442664,0.96411935,0.999972853
LMAN2,1117.564589,1.90E-05,0.001442414,0.228557293,0.999972853
RGS14,59.93139537,4.32E-06,0.001442675,0.290589985,0.999972853
SLC34A1,4.73013699,-2.40E-07,0.001442692,0.854102891,0.999972853
PFN3,3.881761477,-5.26E-07,0.001442693,0.665684935,0.999972853
F12,4.697408643,4.85E-07,0.001442692,0.752663386,0.999972853
GRK6,823.3259655,7.28E-06,0.001442471,0.576897082,0.999972853
PRR7,33.54341051,4.56E-07,0.00144268,0.884639648,0.999972853
DBN1,5277.464367,-4.74E-06,0.001442329,0.770907387,0.999972853
PDLIM7,6991.924135,1.15E-05,0.00144251,0.348570008,0.999972853
DOK3,25.86603345,4.53E-07,0.001442677,0.901489941,0.999972853
DDX41,727.3661102,-1.43E-06,0.00144258,0.874788188,0.999972853
FAM193B,437.9179499,1.46E-06,0.001442573,0.880581854,0.999972853
TMED9,2092.031903,6.35E-06,0.001442254,0.724418487,0.999972853
B4GALT7,437.7401974,-3.33E-06,0.001442544,0.750277263,0.999972853
LOC128627174,0.182055887,-7.68E-09,0.001442695,0.998407211,0.999972853
N4BP3,21.41490539,1.34E-06,0.001442685,0.598645868,0.999972853
RMND5B,231.4743791,7.46E-06,0.001442623,0.332922793,0.999972853
NHP2,505.80332,-1.38E-05,0.001442586,0.168995783,0.999972853
HNRNPAB,4692.317244,9.45E-07,0.001442251,0.968211574,0.999972853
PHYKPL,157.5638301,1.49E-06,0.001442646,0.818765406,0.999972853
COL23A1,643.7241076,1.10E-05,0.001442557,0.303553428,0.999972853
CLK4,1444.256992,-2.31E-07,0.001442517,0.970171849,0.999972853
LOC119055211,402.6493783,-1.14E-06,0.001442646,0.851457154,0.999972853
RACK1,13316.15982,6.24E-06,0.001442437,0.652280321,0.999972853
LOC119055282,9.966259377,-5.27E-07,0.001442689,0.771010781,0.999972853
LOC119055276,47.37201759,-1.24E-06,0.001442669,0.774105879,0.999972853
TRIM41,1122.66173,-1.69E-05,0.001442408,0.2806884,0.999972853
TRIM7,6.84399804,-4.33E-06,0.001442694,0.01528391,0.999972853
LOC119060425,0.306633197,-8.63E-08,0.001442695,0.854412274,0.999972853
SMAP1,1288.694551,3.34E-06,0.001442177,0.865082733,0.999972853
B3GAT2,40.90692241,-7.39E-07,0.001442671,0.857333343,0.999972853
OGFRL1,637.030314,-1.88E-06,0.001442631,0.786408647,0.999972853
LOC119040711,66.60028231,4.67E-07,0.001442673,0.915023192,0.999972853
RIMS1,656.0893259,-3.98E-06,0.001442641,0.53330613,0.999972853
LOC119050786,3.385558516,2.73E-07,0.001442693,0.856970989,0.999972853
