Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
TMEM198,9.864545611,-0.038506245,0.173023725,0.483296104,0.767376606
CHPF,1070.77011,0.144345638,0.117219189,0.110141279,0.369593621
ASIC4,0.661089177,0.00539975,0.177871149,0.778128241,NA
GMPPA,350.2003243,0.392556875,0.111002774,6.07E-05,0.001402283
SPEGNB,1.530165587,0.021402604,0.178479846,0.390227785,NA
SPEG,625.9998236,-0.082221385,0.159997182,0.359627177,0.677701768
DES,2.004766963,-0.030703406,0.180706202,0.196892813,NA
DNPEP,226.2499374,0.65126196,0.15418047,1.86E-06,6.89E-05
PTPRN,402.6971806,0.340044517,0.165672673,0.006088193,0.054287933
DNAJB2,547.6343661,0.163825485,0.089177628,0.035407638,0.184917814
LOC119056902,9.751976785,-0.010299008,0.168944757,0.851290499,0.951039906
LOC119056884,705.3392922,-0.27872413,0.096631861,0.00098943,0.014049333
STK16,622.41302,0.051914778,0.066117142,0.398097204,0.709060249
GLB1L,351.2864426,0.116379343,0.089294262,0.137742878,0.420810546
ANKZF1,732.2008955,0.003407034,0.089913214,0.993671924,0.997841846
ATG9A,1414.838267,0.128692493,0.064701324,0.032559989,0.175638642
ABCB6,710.9480691,-0.01967064,0.074967408,0.777062905,0.922293469
ZFAND2B,466.661149,0.012152627,0.08941206,0.899875188,0.96976444
RETREG2,1484.846169,0.059128176,0.068055515,0.350591027,0.670717853
CNPPD1,673.0486218,-0.002458095,0.072977024,0.969936718,0.990847695
SLC23A3,20.3129847,-0.020694979,0.163180078,0.762806823,0.918129057
NHEJ1,42.17357234,0.016812365,0.150675833,0.834709649,0.946264235
CFAP65,8.120385492,0.026439532,0.170632329,0.629826428,0.852636931
CDK5R2,0.328738094,-0.003534944,0.178283354,0.857722125,NA
WNT6,3.846290924,-0.019486285,0.177055191,0.501439388,NA
LOC119056899,8.663199935,3.15531037,0.753602923,4.29E-06,0.000144123
LOC119056909,0.358167451,-0.001158295,0.178269218,0.962961917,NA
TTLL4,494.8628099,0.106857522,0.090453936,0.185806144,0.491822586
STK36,645.3484965,0.108506867,0.076511037,0.115794875,0.379773499
RNF25,646.5286077,-0.016947036,0.075438538,0.83730665,0.947311479
LOC119039496,377.8543593,-0.023970254,0.0954756,0.746155658,0.910823894
ZNF142,573.6445925,-0.050995333,0.082380775,0.483336337,0.767376606
PLCD4,90.16222626,-0.185537691,0.148462356,0.075556359,0.294027239
LOC128628050,1.206795209,0.013764708,0.177725828,0.540734216,NA
CNOT9,689.1748363,0.084634447,0.069637657,0.182327968,0.487329897
LOC119039547,8.231184454,-0.011027662,0.170984237,0.792720546,0.929913407
USP37,1011.774194,-0.059970001,0.097578345,0.479731029,0.764980754
VIL1,0.602768109,0.000713032,0.177892271,0.935307341,NA
CTDSP1,567.86452,-0.004972785,0.084799923,0.936786423,0.979933835
SLC11A1,1.112509803,-0.028593702,0.180938764,0.106689409,NA
CATIP,5.331198418,0.059628183,0.184869881,0.239713621,0.56273717
LOC119039533,285.4101578,0.049051188,0.107524191,0.608722518,0.840159095
TMBIM1,6179.108853,0.032617785,0.070249663,0.642740792,0.859979875
LOC119039537,380.0358199,0.130826528,0.07862574,0.070965469,0.283507549
AAMP,2680.066925,-0.051659961,0.061953545,0.372740121,0.688807133
GPBAR1,7.052779994,0.004499742,0.170781142,0.939422801,0.98092732
ARPC2,13438.25286,-0.054046714,0.073877987,0.420255145,0.723548521
CXCR1,49.34779004,-0.078167442,0.186151775,0.245655049,0.569086546
LOC119039525,0.242154658,0.000262005,0.178166372,0.897279426,NA
LOC119039529,484.1336578,-0.029244497,0.163476839,0.713683966,0.897298684
RUFY4,439.231543,0.003023952,0.160330573,0.971251851,0.991562685
TNS1,5969.999579,-0.134942778,0.128031102,0.158111237,0.452716699
LOC119039493,2.612405257,-0.033006501,0.179431799,0.324662879,NA
LOC119039542,0.376778169,0.011479542,0.178581339,0.437151846,NA
IGFBP5,61577.06747,-0.045931883,0.138000005,0.607078575,0.839036379
IGFBP2,5.577226613,-0.005675169,0.174156354,0.888194784,0.965877916
RPL37A,6065.74956,-0.002640511,0.064410429,0.964092945,0.989228722
SMARCAL1,621.5574521,0.080840424,0.071016667,0.225573346,0.54559969
XRCC5,994.743713,-0.067048285,0.066627401,0.284760931,0.608142694
TMEM169,71.43576961,0.016735895,0.14190776,0.823404737,0.942705338
PECR,163.5646821,-0.004671906,0.125711282,0.898397694,0.969515831
MREG,32.94665315,0.377910985,0.357224998,0.019102581,0.122266927
LOC128627015,0.287776763,-0.000899922,0.178278459,0.97271383,NA
FN1,6603.503132,-0.022420234,0.15586869,0.896435119,0.968992668
ATIC,1246.898404,-0.071661193,0.083056704,0.2932874,0.616253947
LOC128628364,5.507252594,0.032269445,0.173799672,0.558781131,0.813943536
ABCA12,243.2315369,0.172948837,0.104755542,0.046864544,0.219608906
BARD1,238.3840068,-0.185007757,0.167196706,0.081740189,0.308842846
SPAG16,29.02198459,0.009236968,0.15876252,0.908515945,0.971332839
IKZF2,779.333953,0.096549077,0.109451037,0.240729982,0.564034597
ERBB4,5814.691859,0.098713677,0.108709608,0.252807309,0.574891461
LOC128628494,3.383280812,-0.034596589,0.181526155,0.182391497,NA
CPS1,1.820035168,0.013332052,0.177148058,0.604513849,NA
LOC128628506,0.893981514,0.000359177,0.17730488,0.989494998,NA
LANCL1,1539.670021,-0.082289059,0.054515653,0.106559655,0.362660593
MYL1,1.051749176,-0.016009057,0.178449535,0.364024237,NA
ACADL,353.6716529,-0.086101317,0.11327638,0.314861928,0.636218101
KANSL1L,1168.867504,0.013879188,0.099194395,0.820524557,0.941522313
RPE,1099.977012,0.115560288,0.086439108,0.127309849,0.399842866
UNC80,1.200057005,-0.022846138,0.179816238,0.197024898,NA
MAP2,65.81755216,0.208943381,0.235287294,0.068391919,0.276083196
LOC119064373,2.434076618,-0.02085328,0.176651468,0.524099999,NA
LOC119064309,0.386179778,-7.28E-05,0.178113323,0.859346348,NA
PTH2R,6.433421291,-0.051922848,0.180374244,0.317848302,0.638850448
PIKFYVE,987.3388262,0.036137992,0.086274474,0.631648095,0.853343149
IDH1,2626.936896,0.021202768,0.117255272,0.831466481,0.944890073
CUNH2orf80,0.630565568,0.007167365,0.177986459,0.638406624,NA
PLEKHM3,285.5660271,0.037031312,0.119585479,0.69033249,0.886209429
LOC119064340,5.675903067,0.12082873,0.228231128,0.054974129,0.242434246
FZD5,493.5789865,0.025636177,0.127878073,0.833558475,0.945926538
CCNYL1,3680.062785,0.140087086,0.093976024,0.081864131,0.309017511
LOC119064400,131.8006928,-0.049304493,0.13386635,0.575542554,0.824373925
LOC119064372,816.1483483,0.042658112,0.121977317,0.570070329,0.820319065
LOC128626294,2.151502752,0.005901981,0.176024192,0.833006758,NA
METTL21A,713.4382718,-0.053500884,0.073031831,0.412269967,0.717613249
CREB1,932.8734622,-0.096902884,0.079491953,0.1676848,0.466316446
KLF7,1208.662623,-0.292830318,0.100034795,0.000815109,0.011972618
LOC119064387,0.187008491,-0.000555989,0.178290856,0.982254519,NA
FASTKD2,593.560885,0.086840737,0.069032279,0.172277042,0.473048905
MDH1B,18.38406556,1.056473614,0.447180392,0.000724778,0.010914637
ADAM23,30.8119391,-0.095691538,0.182289556,0.243761642,0.567745706
ZDBF2,666.5735797,-0.072145679,0.152373023,0.421935754,0.724587789
CMKLR2,247.2234879,0.037537677,0.156211123,0.62528601,0.849819278
EEF1B2,6879.067819,0.010248595,0.080221373,0.876059886,0.961130864
LOC119064398,13.87872396,-0.033830512,0.165166915,0.613172699,0.84303305
LOC119064397,10.85736221,0.034521216,0.17003816,0.556476771,0.811720938
NDUFS1,2260.992933,-0.020965802,0.045956706,0.616488889,0.844476196
LOC119064381,20.26676238,0.039258776,0.164795342,0.576994103,0.824983895
LOC119064321,63.1209386,0.040931657,0.13776638,0.679081554,0.880020725
INO80D,2111.062148,0.127458327,0.124485757,0.176623648,0.479125701
LOC128627026,0.22508616,0.005852439,0.178355758,0.663001682,NA
NRP2,1556.95319,0.281405147,0.191496738,0.024829599,0.14787338
PARD3B,857.8600167,0.373469663,0.126991909,0.000499114,0.008158527
LOC128626133,0.38707116,-0.001872302,0.178057054,0.710945442,NA
CD28,0.164263326,-0.000451874,0.17829285,0.983218621,NA
RAPH1,1934.569618,-0.045268514,0.100448638,0.539389188,0.801860065
ABI2,1417.250983,0.024965707,0.066440066,0.682699836,0.8822663
LOC119064359,754.3626423,0.003265746,0.078914956,0.930938565,0.977751929
NBEAL1,2662.117159,0.05119155,0.122427238,0.532500438,0.798895633
CARF,381.1476795,0.292841467,0.131013379,0.005508238,0.050283775
WDR12,1046.991116,-0.101837788,0.07914956,0.149540414,0.438198583
ICA1L,21.47705634,0.139133655,0.232123654,0.083885162,0.313982503
ADCY1,0.353104425,-0.000447317,0.178066147,0.895233143,NA
IGFBP1,5.629765146,0.013443582,0.175373322,0.70730385,0.894516921
IGFBP3,27.91345358,0.90612177,0.821435517,0.005088598,0.047492496
TNS3,1959.248511,0.033858718,0.108711633,0.696490926,0.888694723
PKD1L1,9.329999696,-0.039615453,0.173033235,0.480948271,0.76566713
HUS1,199.0178242,-0.022379969,0.116915042,0.799926962,0.932258192
SUN3,0.270041872,-0.00064952,0.178279935,0.967098851,NA
CUNH7orf57,22.74221817,0.174977522,0.251869931,0.077150792,0.297692338
UPP1,119.7754085,3.422897567,0.415379184,8.43E-18,1.05E-15
ABCA13,1.831168853,0.019069909,0.178792236,0.304872154,NA
VWC2,7.228000032,0.000214019,0.17077677,0.998607212,0.999484437
ZPBP,73.8461007,-0.012720956,0.128708047,0.867026123,0.957480732
SPATA48,42.78759342,0.001997126,0.141769813,0.994183831,0.998149899
LOC119057327,0.528956068,-0.001663478,0.178253941,0.94083202,NA
IKZF1,185.3805742,0.746710951,0.198523277,1.07E-05,0.000320839
FIGNL1,217.1734053,-0.138274794,0.121636449,0.139550061,0.423265656
DDC,0.875778663,0.003022759,0.17775305,0.882369737,NA
GRB10,11389.49296,0.020756502,0.070267439,0.751988472,0.912753677
COBL,1675.588079,-0.04514186,0.074075214,0.538408319,0.801518642
VSTM2A,0.258537864,-0.000570405,0.178286989,0.978190502,NA
SEC61G,922.4810604,0.230524285,0.080752439,0.001579306,0.019924915
EGFR,945.4312224,-0.11540007,0.126449655,0.230546884,0.551976858
LOC119057340,1.493982626,-0.004727548,0.176894109,0.831106353,NA
LANCL2,122.7022721,-0.110328408,0.124920653,0.239254228,0.562110729
LOC128626824,81.5274493,-0.064888818,0.133255508,0.484346893,0.76833881
VOPP1,63.07137339,-0.012337167,0.140499218,0.852114492,0.951086959
LSMEM1,3.598402278,0.023372913,0.176352962,0.530553591,NA
IFRD1,1286.754161,0.243532983,0.102562938,0.005502011,0.050258359
ZNF277,789.8773831,0.001348794,0.10924633,0.989047614,0.996814691
DOCK4,616.9189127,-0.412833086,0.196502518,0.003837854,0.038396949
LOC119057308,0.501374082,0.014056545,0.178831107,0.312274222,NA
IMMP2L,15.36190405,0.044080138,0.168806997,0.520629164,0.792458152
LRRN3,26.79844325,0.012535253,0.160399785,0.862486432,0.955710897
DNAJB9,2909.433727,0.441325849,0.105072168,3.46E-06,0.000118238
THAP5,600.6834241,0.266005017,0.12488207,0.008123269,0.066690304
GPR141,0.280564625,-0.000669354,0.178282915,0.975359196,NA
ELMO1,212.9092499,0.063048927,0.108829307,0.520795441,0.792458152
ANLN,5399.119703,-0.568291335,0.129468946,1.03E-06,4.05E-05
MATCAP2,66.26667036,0.095056449,0.151156183,0.317191268,0.638274186
EEPD1,12.27046909,-0.073784717,0.183821362,0.267528274,0.590988952
SEPTIN7,5087.197189,-0.133076321,0.054316605,0.008488107,0.068642961
HERPUD2,621.9012319,0.010899373,0.08327421,0.873087805,0.959890238
TBX20,1947.438204,0.061264241,0.104912355,0.472488268,0.759404453
DPY19L2,156.3993694,0.146347635,0.141034995,0.133784364,0.413064327
DPY19L1,896.7928626,0.029671396,0.070793697,0.648556493,0.862893151
BMPER,22.68864811,0.040972011,0.163762953,0.571750047,0.821294478
LOC128626839,13.84984915,-0.046157473,0.176802535,0.400666507,0.710246068
BBS9,696.0936168,0.330863126,0.079620087,6.86E-06,0.000218179
LOC128626840,127.4498006,-0.174807884,0.160197217,0.099442302,0.348932519
RP9,101.783437,0.310274091,0.16578251,0.010410503,0.08006434
NT5C3A,489.7890358,-0.095196233,0.085792943,0.20607926,0.520787862
LOC119035304,0.364606173,0.001680639,0.178071254,0.980945714,NA
FKBP9,2173.804693,-0.029798201,0.063447058,0.606951802,0.839036379
LOC119035195,56.74971197,-0.386823889,0.243169708,0.0116264,0.086443253
KBTBD2,1313.02611,-0.011391372,0.077467592,0.880795289,0.962524116
AVL9,838.8563791,0.010560402,0.098488399,0.968363276,0.99041471
LSM5,411.7199642,-0.162359434,0.115024,0.070655063,0.282562179
PDE1C,199.2656677,0.088404423,0.13051212,0.331590582,0.652497671
ADCYAP1R1,0.64441453,-0.001753765,0.178250871,0.943378179,NA
AQP1,20.41926045,-0.503603696,0.503870296,0.010835244,0.082290355
MINDY4,67.54742391,0.140928169,0.170635204,0.170906117,0.471234716
GARS1,3426.655425,0.144626602,0.060488682,0.010785602,0.082084169
LOC119035252,348.2025561,-0.014965192,0.084398493,0.843098944,0.948277575
GGCT,359.4633419,0.024584124,0.079678004,0.719320797,0.899996151
NOD1,331.3422368,0.477602775,0.139626509,6.70E-05,0.001521648
LOC128626878,14.2740701,0.048052757,0.177269673,0.386719099,0.699844005
BTG1,2145.754355,0.289441413,0.150849998,0.009828917,0.077177353
PLEKHG7,114.9690979,-0.155823693,0.165187524,0.132224262,0.410131227
EEA1,2859.834542,-0.078805433,0.116411543,0.380109877,0.69494788
LOC119050035,2.926626697,-0.000161602,0.175205393,0.998077084,NA
LOC119050017,0.447436147,0.010696204,0.178599631,0.425105119,NA
NUDT4,9228.00664,-0.216980895,0.074749267,0.001484917,0.019130926
UBE2N,3104.055613,-0.144975509,0.077396078,0.03738564,0.191884034
MRPL42,399.7240219,-0.015157996,0.085334201,0.837374804,0.947311479
SOCS2,158.0940884,0.105917137,0.155141157,0.27700658,0.600407075
CRADD,98.50005465,0.092467327,0.125653111,0.326368856,0.647597508
PLXNC1,76.32210858,-0.066219164,0.151562787,0.471259364,0.758180639
CEP83,618.5982276,0.006839812,0.077085844,0.921902828,0.976182193
TMCC3,4.208247102,0.069155485,0.193108104,0.098220845,NA
KCNA6,0.41742281,0.010332942,0.178593818,0.39095513,NA
KCNA1,8.265012054,6.776286359,2.016225103,1.30E-07,6.37E-06
GALNT8,8.729618656,0.006057921,0.169612283,0.908000339,0.971332839
NDUFA9,932.8393244,-0.030496778,0.061502009,0.533119339,0.799191709
AKAP3,3.751914737,0.003043287,0.174629286,0.948690118,NA
DYRK4,0.618125231,0.00347906,0.177723736,0.885378565,NA
RAD51AP1,206.9442352,-0.150593303,0.127101269,0.117962292,0.383380395
CUNH12orf4,641.372378,-0.128420814,0.087436934,0.091977572,0.331738524
FGF23,1.82391961,0.043747247,0.184375399,0.106025838,NA
TIGAR,542.520504,0.10093373,0.089367252,0.1836471,0.488852929
CCND2,21046.59642,-0.094186132,0.108347505,0.278792148,0.601823275
LOC128626910,31.10369104,0.044897491,0.155278962,0.591759417,0.831987404
PARP11,207.5349306,0.08436205,0.114042359,0.391846803,0.704474587
CRACR2A,3.38800033,0.003869718,0.175921449,0.906430533,NA
TSPAN11,1.323439358,0.003993226,0.176991939,0.871948453,NA
TSPAN9,2225.66409,0.198102554,0.089744508,0.011850985,0.087678065
TEAD4,507.1801026,-0.199054544,0.118686779,0.035858957,0.186407831
TULP3,1262.783638,-0.02061439,0.07550465,0.757277804,0.915441493
RHNO1,368.6497329,0.049145136,0.093335554,0.526597013,0.795810808
FOXM1,225.0970745,-0.804370852,0.190135,1.42E-06,5.42E-05
NRIP2,3.105685108,-0.005239339,0.175316461,0.871884553,NA
ITFG2,453.6042263,0.012626887,0.075427683,0.857132048,0.953116211
LOC128626937,312.0641294,-0.067403608,0.105341325,0.432811876,0.733170064
FKBP4,1634.04832,-0.104654925,0.069454484,0.090726381,0.329108593
WASHC1,526.6407469,0.008519785,0.077033458,0.947763269,0.983407129
KDM5A,2423.523053,0.049760764,0.083988797,0.502361312,0.780767469
CCDC77,453.925311,-0.067824731,0.089222594,0.380429666,0.695316875
B4GALNT3,1041.387491,0.131277118,0.109787345,0.144133537,0.431395783
LOC128626955,1.550628026,0.008583352,0.176941908,0.709635524,NA
NINJ2,5.245612052,0.026662292,0.176957661,0.486993402,0.769978093
WNK1,6703.781463,0.010310347,0.062905278,0.84829643,0.949939747
RAD52,190.9323652,0.036404304,0.101490867,0.602832956,0.837355064
ERC1,1452.743155,0.04517517,0.0809508,0.486783308,0.769918296
WNT5B,188.9582339,0.114340276,0.127246837,0.230305694,0.551743346
FBXL14,413.0064342,0.010305667,0.082867636,0.889184337,0.966357402
ADIPOR2,1203.847347,0.189814619,0.069826038,0.003137636,0.033125559
CACNA2D4,5.52838799,-0.063359055,0.189452271,0.139516217,0.423265656
LOC119051683,2.963681458,0.064750657,0.19024796,0.127524134,NA
LRTM2,6.066146706,-0.02008589,0.173575801,0.724804575,0.902805051
DCP1B,761.6057409,0.055281164,0.066295285,0.357461157,0.675538647
CACNA1C,2378.989553,-0.033129728,0.134628394,0.709155886,0.895307826
C1QTNF9,7.408225599,-0.010622202,0.171022049,0.82722168,0.943429554
SPATA13,400.0590883,-0.016458494,0.086575703,0.825943466,0.943137689
AMER2,34.31518401,0.025168212,0.151169339,0.757080734,0.915281388
LOC128627030,0.550140206,-0.005956378,0.177917412,0.602541947,NA
UGT2A1,83.39087753,-1.094700006,0.279112795,4.61E-06,0.000153185
LOC119043925,0.736420822,-0.01278505,0.178357137,0.370827159,NA
ARHGEF5,13.94748361,0.063961739,0.181672176,0.290527282,0.613740551
NOBOX,3.097684044,0.016030548,0.176467792,0.61179287,NA
TPK1,148.1118999,0.066873316,0.110600177,0.442404293,0.740192073
LOC128627069,2.943043475,-0.018356114,0.176976561,0.548610351,NA
LOC128627068,8.602252936,-0.03455098,0.175777176,0.4678624,0.755381502
LOC128627072,73.99245196,-0.042484736,0.133917154,0.637426799,0.857322306
ZNF354A,2425.18154,0.116974712,0.057010192,0.035853367,0.186407831
SMURF1,675.2125688,0.162628126,0.099705322,0.053309804,0.239067036
KPNA7,0.168978499,0.002526577,0.178265939,0.897630911,NA
TRRAP,8670.11939,-0.149592926,0.074901741,0.027519633,0.157531014
LOC119062981,2.716943708,-0.05906081,0.190146336,0.076448265,NA
LOC128627176,0.771584327,0.007494939,0.177397437,0.730015602,NA
LOC119052713,706.514344,0.003881366,0.08094972,0.970820669,0.991411504
HIGD2A,200.0449606,-0.013400265,0.111655393,0.869165247,0.95827692
CLTB,1066.648186,0.034890035,0.070282186,0.591005033,0.831666557
LOC128627103,8.885968043,-0.102781512,0.203520823,0.136271151,0.417800881
FAF2,976.3187739,0.083861269,0.062146283,0.149208062,0.437611028
RNF44,1273.744367,-0.17017351,0.075844322,0.013287841,0.095288204
CDHR2,1072.657547,0.197869962,0.19743274,0.080801084,0.306192479
GPRIN1,3.160702796,0.005305641,0.174281486,0.891958308,NA
SNCB,6.885562039,-0.017179699,0.173381688,0.718113696,0.89946879
TSPAN17,633.3921654,0.034442726,0.083769001,0.734671614,0.905595165
UNC5A,1.294444055,-0.00713997,0.176599821,0.764953855,NA
HK3,40.01580708,-0.279110682,0.515004132,0.017524062,0.114965725
UIMC1,363.8379032,-0.054288605,0.078100063,0.438274145,0.737326442
ZNF346,214.0217004,0.072628231,0.103566415,0.398190662,0.709060249
FGFR4,234.4780824,-0.122011295,0.139587588,0.215174617,0.53307941
LOC119035150,27.36274668,0.126637733,0.200286681,0.161140494,0.457440779
LOC119035162,6.830305744,-0.067510796,0.189064575,0.179597314,0.483881037
LOC119035164,0.619554237,0.002592425,0.177892708,0.907652272,NA
NSD1,4171.631432,0.029881149,0.09125351,0.704136106,0.892986511
RAB24,543.533018,0.126972903,0.076171716,0.065047162,0.267369166
PRELID1,1736.003531,-0.068549958,0.089477434,0.376018805,0.691196729
MXD3,33.14670802,-0.14569026,0.202453136,0.135433044,0.416631431
LOC128627128,55.5513251,-0.062480205,0.150876948,0.465317588,0.754565473
LMAN2,1117.564589,0.066188732,0.062403364,0.275893138,0.600180647
RGS14,59.93139537,0.105994742,0.154124147,0.275127711,0.599224616
SLC34A1,4.73013699,-0.015029138,0.174572115,0.707681278,NA
PFN3,3.881761477,0.045014122,0.182176058,0.248501108,NA
F12,4.697408643,0.03874915,0.179353755,0.342475704,NA
GRK6,823.3259655,-0.072631244,0.07654965,0.287422265,0.610343729
PRR7,33.54341051,0.098509405,0.181503633,0.259072277,0.581358427
DBN1,5277.464367,-0.235746172,0.063234774,7.14E-05,0.001610377
PDLIM7,6991.924135,-0.126139098,0.080619531,0.078965008,0.30253339
DOK3,25.86603345,-0.112525052,0.188479014,0.204871371,0.519005103
DDX41,727.3661102,-0.005513257,0.095259624,0.910155848,0.971775002
FAM193B,437.9179499,-0.129297146,0.099581932,0.121311543,0.388926992
TMED9,2092.031903,0.163828617,0.057047571,0.002362105,0.027021663
B4GALT7,437.7401974,0.268989926,0.097391001,0.001575152,0.019906915
LOC128627174,0.182055887,-0.000194387,0.178297957,0.983208031,NA
N4BP3,21.41490539,0.013939506,0.160667941,0.85158215,0.951086959
RMND5B,231.4743791,-0.015707621,0.107613315,0.860780103,0.955077308
NHP2,505.80332,-0.263140843,0.108330217,0.004017175,0.039703138
HNRNPAB,4692.317244,-0.15653943,0.057814961,0.002830625,0.030802052
PHYKPL,157.5638301,-0.287639582,0.181197903,0.016444378,0.110261177
COL23A1,643.7241076,0.025434147,0.086262773,0.729521081,0.904042064
CLK4,1444.256992,0.015637217,0.080849648,0.831166024,0.944890073
LOC119055211,402.6493783,0.901797909,0.167552109,4.60E-09,2.89E-07
RACK1,13316.15982,-0.063080936,0.070346106,0.327771668,0.648739317
LOC119055282,9.966259377,-0.04154027,0.175304274,0.456874278,0.749477514
LOC119055276,47.37201759,-0.00624815,0.144004011,0.924637561,0.97710478
TRIM41,1122.66173,0.08035806,0.060997208,0.163351466,0.460228017
TRIM7,6.84399804,-0.102107473,0.214419679,0.052035244,0.235448994
LOC119060425,0.306633197,-0.000942863,0.17827543,0.969682653,NA
SMAP1,1288.694551,0.002513568,0.051008491,0.938403333,0.980590841
B3GAT2,40.90692241,-0.005712693,0.14544272,0.982437759,0.994496808
OGFRL1,637.030314,0.125935389,0.133307689,0.182996239,0.487889698
LOC119040711,66.60028231,-0.142425523,0.190726312,0.146191196,0.434151035
RIMS1,656.0893259,-0.045652649,0.122965835,0.620829923,0.846939662
LOC119050786,3.385558516,-0.040329759,0.181054848,0.265718577,NA
KCNQ5,328.8940949,0.297935478,0.245728751,0.028209402,0.159688364
KHDC3L,1.291530469,-0.010783321,0.17749412,0.605514995,NA
LOC119050929,0.252056798,-0.001676779,0.178290032,0.905639929,NA
CGAS,3.275795526,0.05190415,0.187618092,0.066966893,NA
MTO1,275.4310881,-0.029661121,0.093489975,0.708579616,0.895228274
EEF1A1,160752.5918,0.009500881,0.047908606,0.642669983,0.859979875
SLC17A5,1001.533535,0.280456266,0.092583592,0.000643202,0.009935262
CD109,1088.178833,-0.008840469,0.124265333,0.91906931,0.975045768
COL12A1,48234.58747,-0.127619253,0.163515477,0.199204862,0.511914224
LOC119050921,1.312350516,-0.009185518,0.177613503,0.637852069,NA
LOC119050898,1386.404192,-0.02914857,0.071852,0.645834172,0.862121718
TMEM30A,4144.988393,-0.048520572,0.071037168,0.63308505,0.853764087
LOC119052714,12.36242629,0.056470325,0.179253271,0.347161261,0.666778017
FILIP1,150.6013186,0.004389352,0.152669814,0.95426408,0.985458738
SENP6,2377.467044,0.113023569,0.076739733,0.100704968,0.35133614
MYO6,6975.006176,-0.068281188,0.083309171,0.352562557,0.672199012
