Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
ACSL3,1303.19525,0.425806662,0.073375839,4.48E-09,2.49E-08
LOC119050975,2.224123953,-0.144415989,0.504691402,0.495802442,0.612050891
MOGAT1,44.11346685,-0.317190587,0.248249952,0.145084876,0.229258526
FARSB,1740.508246,1.336840163,0.085294284,3.21E-56,3.48E-54
SGPP2,3.005086227,2.445017678,1.438026904,0.006127554,0.014161669
LOC128626908,0.53302847,0.029352703,0.524280398,0.920520225,0.953021691
EPHA4,7301.211746,-0.013185298,0.064959515,0.837200619,0.888327253
SLC4A3,139.5711888,0.259102298,0.155703317,0.081111809,0.139972951
STK11IP,193.5352837,-0.361012206,0.12600763,0.003224435,0.007888704
OBSL1,9.357379966,1.686279137,0.636789708,0.000788007,0.002168321
TMEM198,9.864545611,-0.014949969,0.352917658,0.952619546,0.975599164
CHPF,1070.77011,-0.173790156,0.125580912,0.155417176,0.242590533
ASIC4,0.661089177,0.01106853,0.519871701,0.992245604,0.99807205
GMPPA,350.2003243,0.871596802,0.105227124,3.49E-17,4.07E-16
SPEGNB,1.530165587,0.31422316,0.596945637,0.172973269,0.264689877
SPEG,625.9998236,-0.120805914,0.226730383,0.544363511,0.657211483
DES,2.004766963,-0.306244664,0.608544032,0.152083938,0.238434211
DNPEP,226.2499374,0.226652503,0.146255603,0.106893361,0.177160171
PTPRN,402.6971806,-0.029906626,0.153137082,0.838382528,0.889136878
DNAJB2,547.6343661,-0.168963776,0.092204901,0.059083329,0.106392791
LOC119056902,9.751976785,0.013223673,0.365385247,0.963030577,0.983675046
LOC119056884,705.3392922,-0.376428713,0.094711784,5.31E-05,0.000174885
STK16,622.41302,0.021475687,0.069118766,0.753551613,0.82953184
GLB1L,351.2864426,-0.820163949,0.101931125,2.47E-16,2.72E-15
ANKZF1,732.2008955,0.803438277,0.101343447,7.26E-16,7.59E-15
ATG9A,1414.838267,0.206988183,0.065788402,0.001512889,0.003954036
ABCB6,710.9480691,0.409109321,0.079401431,1.79E-07,8.21E-07
ZFAND2B,466.661149,0.380643618,0.099698356,9.60E-05,0.000303336
RETREG2,1484.846169,0.376715733,0.07138409,9.91E-08,4.70E-07
CNPPD1,673.0486218,-0.043155653,0.078453017,0.577806299,0.687884753
SLC23A3,20.3129847,0.360425235,0.323464328,0.169693263,0.260406028
NHEJ1,42.17357234,0.859166497,0.253907859,0.000184493,0.00055853
CFAP65,8.120385492,-0.879433008,0.625176052,0.028139275,0.055406447
CDK5R2,0.328738094,-0.032886529,0.532613076,0.824809541,NA
WNT6,3.846290924,-0.16146433,0.494187537,0.473809307,0.591716684
LOC119056899,8.663199935,1.632118046,0.825460058,0.004862992,0.0114722
LOC119056909,0.358167451,0.059840733,0.534449066,0.645070762,NA
TTLL4,494.8628099,-0.597560392,0.10157755,1.95E-09,1.13E-08
STK36,645.3484965,0.162536886,0.07923255,0.042774822,0.080162522
RNF25,646.5286077,0.176831171,0.080741359,0.025651445,0.051143033
LOC119039496,377.8543593,-0.429120754,0.113142959,9.82E-05,0.000309953
ZNF142,573.6445925,0.442837732,0.087691529,3.82E-07,1.68E-06
PLCD4,90.16222626,-1.183967643,0.175907919,2.99E-12,2.31E-11
LOC128628050,1.206795209,-0.053821776,0.510215932,0.7347928,0.81605181
CNOT9,689.1748363,-0.131100397,0.073413692,0.069655245,0.122950085
LOC119039547,8.231184454,-0.18796088,0.414126423,0.491917358,0.608141829
USP37,1011.774194,1.067468312,0.110583054,7.97E-23,1.42E-21
VIL1,0.602768109,-0.003764913,0.522239189,0.99481677,0.99807205
CTDSP1,567.86452,0.027884463,0.093884037,0.709270453,0.796945089
SLC11A1,1.112509803,-0.056158532,0.506302537,0.714239184,0.800069352
CATIP,5.331198418,-0.214994153,0.453869085,0.428420239,0.548059764
LOC119039533,285.4101578,0.12299503,0.125860129,0.307796176,0.423343796
TMBIM1,6179.108853,-0.370281498,0.075751988,1.03E-06,4.30E-06
LOC119039537,380.0358199,-0.127106893,0.082187335,0.117232434,0.191374606
AAMP,2680.066925,-0.377335417,0.065503949,6.27E-09,3.41E-08
GPBAR1,7.052779994,-1.593821288,0.800065364,0.003725857,0.009001139
ARPC2,13438.25286,-0.073448892,0.079213211,0.347859817,0.466521183
CXCR1,49.34779004,-1.234936984,0.467805515,0.000994424,0.002686789
LOC119039525,0.242154658,-0.026383306,0.533183454,0.729788927,NA
LOC119039529,484.1336578,-1.154273836,0.387180089,0.000351051,0.001020348
RUFY4,439.231543,-0.900389235,0.37498338,0.003299882,0.00804801
TNS1,5969.999579,-1.058889187,0.146002391,6.54E-14,5.85E-13
LOC119039493,2.612405257,-1.053075015,1.408302979,0.032452454,0.06287641
LOC119039542,0.376778169,0.059848474,0.531920768,0.725010858,NA
IGFBP5,61577.06747,-0.407353079,0.19796187,0.025903639,0.051548327
IGFBP2,5.577226613,0.841658548,0.722534888,0.035168651,0.067482227
RPL37A,6065.74956,0.175351684,0.068394188,0.009734894,0.021555231
SMARCAL1,621.5574521,0.012862341,0.074338371,0.898476718,0.935552068
XRCC5,994.743713,0.050920046,0.069091393,0.457637902,0.575896654
TMEM169,71.43576961,0.484598717,0.21729724,0.01482902,0.031459647
PECR,163.5646821,-0.317745875,0.172811267,0.051058314,0.093754304
MREG,32.94665315,0.550241246,0.282584083,0.024412648,0.048966965
LOC128627015,0.287776763,0.03221284,0.532019567,0.864084576,NA
FN1,6603.503132,-0.617654112,0.303791715,0.016299529,0.034190653
ATIC,1246.898404,0.080025089,0.089116099,0.389951816,0.509731267
LOC128628364,5.507252594,-1.068734147,0.768886304,0.0195166,0.040135376
ABCA12,243.2315369,-0.886978078,0.120755477,3.64E-14,3.35E-13
BARD1,238.3840068,-0.254719811,0.174684503,0.121545582,0.197336715
SPAG16,29.02198459,-0.390393106,0.325381393,0.141696,0.224756577
IKZF2,779.333953,-0.683587925,0.12763176,3.07E-08,1.55E-07
ERBB4,5814.691859,0.545318694,0.123552384,4.48E-06,1.71E-05
LOC128628494,3.383280812,-0.044603634,0.482460664,0.832325605,0.885244615
CPS1,1.820035168,0.38539099,0.638353616,0.127812905,0.205870359
LOC128628506,0.893981514,-0.064911359,0.5153374,0.650156672,0.749321771
LANCL1,1539.670021,-0.567696835,0.057324066,1.69E-23,3.20E-22
MYL1,1.051749176,-0.15050488,0.538180482,0.312857589,0.428823852
ACADL,353.6716529,-0.531122185,0.134260787,4.14E-05,0.000138405
KANSL1L,1168.867504,0.21553698,0.116471518,0.059010537,0.106307972
RPE,1099.977012,0.383790401,0.090888059,1.77E-05,6.21E-05
UNC80,1.200057005,-0.054896993,0.511208051,0.718060349,0.802944027
MAP2,65.81755216,0.015018538,0.238312171,0.944715208,0.970054887
LOC119064373,2.434076618,-0.372311691,0.593641017,0.162309324,0.251203684
LOC119064309,0.386179778,-0.041101079,0.533701381,0.651805576,NA
PTH2R,6.433421291,-0.593380451,0.544272193,0.077627821,0.134817763
PIKFYVE,987.3388262,0.067785676,0.095706735,0.451216733,0.570132803
IDH1,2626.936896,-1.135034021,0.156089641,6.33E-14,5.67E-13
CUNH2orf80,0.630565568,-0.076622923,0.534207311,0.686237811,0.779374747
PLEKHM3,285.5660271,-0.431315963,0.156514482,0.003846211,0.009259435
LOC119064340,5.675903067,-0.196528189,0.440336654,0.471964186,0.589947001
FZD5,493.5789865,-0.988310542,0.184708427,1.95E-08,1.00E-07
CCNYL1,3680.062785,0.841682794,0.099307388,7.07E-18,8.77E-17
LOC119064400,131.8006928,0.024192746,0.176653854,0.890864935,0.929030045
LOC119064372,816.1483483,0.178542024,0.155535887,0.224890651,0.3280258
LOC128626294,2.151502752,0.059908442,0.47733464,0.779276815,0.847407134
METTL21A,713.4382718,-0.129113835,0.077785305,0.093198432,0.15764191
CREB1,932.8734622,0.349771971,0.082768389,1.88E-05,6.56E-05
KLF7,1208.662623,0.090257335,0.096129934,0.337154715,0.455162676
LOC119064387,0.187008491,-0.00542269,0.532674359,0.998625926,NA
FASTKD2,593.560885,-0.176026511,0.07298998,0.014783493,0.031385361
MDH1B,18.38406556,-0.695636533,0.47518191,0.039551867,0.074881376
ADAM23,30.8119391,-1.5890786,0.382548472,4.17E-06,1.60E-05
ZDBF2,666.5735797,-1.01022846,0.236665861,3.97E-06,1.52E-05
CMKLR2,247.2234879,-0.507579218,0.286010896,0.037891235,0.072150002
EEF1B2,6879.067819,0.383962954,0.089010127,1.12E-05,4.05E-05
LOC119064398,13.87872396,0.351265443,0.31771358,0.182674479,0.277003468
LOC119064397,10.85736221,0.374594001,0.377100484,0.185759526,0.280944426
NDUFS1,2260.992933,-0.182356674,0.047338492,8.66E-05,0.000276501
LOC119064381,20.26676238,-0.726318169,0.391941904,0.018046011,0.037407419
LOC119064321,63.1209386,-0.131276821,0.19403407,0.462148344,0.5805532
INO80D,2111.062148,1.496896722,0.141453664,4.47E-27,1.11E-25
LOC128627026,0.22508616,0.03362217,0.532222129,0.869419112,NA
NRP2,1556.95319,-0.498854816,0.183904458,0.003766554,0.00909042
PARD3B,857.8600167,0.843739874,0.122381181,1.61E-12,1.27E-11
LOC128626133,0.38707116,-0.017986052,0.526682397,0.69447836,NA
CD28,0.164263326,0.02776558,0.532374059,0.916080305,NA
RAPH1,1934.569618,0.621211349,0.11775354,6.21E-08,3.02E-07
ABI2,1417.250983,-0.014543304,0.070495914,0.834549629,0.886662584
LOC119064359,754.3626423,0.601027361,0.085015326,8.12E-13,6.58E-12
NBEAL1,2662.117159,0.141837855,0.154341075,0.338436273,0.456308269
CARF,381.1476795,-0.309830394,0.129015145,0.013043674,0.02808442
WDR12,1046.991116,0.918073402,0.081345309,3.84E-30,1.17E-28
ICA1L,21.47705634,0.573767754,0.392726815,0.055310502,0.100480933
ADCY1,0.353104425,-0.050986233,0.533830708,0.654006669,NA
IGFBP1,5.629765146,0.053242794,0.45548787,0.82929566,0.883038327
IGFBP3,27.91345358,0.640462877,0.519493506,0.057198886,0.103502195
TNS3,1959.248511,-0.16167639,0.131476544,0.203469076,0.301967525
PKD1L1,9.329999696,-0.599618942,0.482052079,0.068464475,0.121110736
HUS1,199.0178242,0.112376427,0.144879635,0.419779922,0.539665405
SUN3,0.270041872,-0.006355615,0.532353679,0.997392454,NA
CUNH7orf57,22.74221817,0.235727751,0.303610068,0.347964496,0.466626639
UPP1,119.7754085,1.482933535,0.433585827,6.57E-05,0.000213406
ABCA13,1.831168853,1.765133649,2.259028752,0.01328321,0.028552362
VWC2,7.228000032,-0.333786053,0.47061204,0.253105238,0.361382964
ZPBP,73.8461007,-0.804569875,0.19753899,1.30E-05,4.65E-05
SPATA48,42.78759342,-1.211488519,0.274710148,1.77E-06,7.11E-06
LOC119057327,0.528956068,0.104999586,0.539956321,0.468720113,0.586632403
IKZF1,185.3805742,0.881601899,0.188236224,7.65E-07,3.23E-06
FIGNL1,217.1734053,-0.848829785,0.141634052,6.05E-10,3.69E-09
DDC,0.875778663,0.076785312,0.523490455,0.615941646,0.720831572
GRB10,11389.49296,-0.306799777,0.075819601,4.10E-05,0.000137457
COBL,1675.588079,-0.161164343,0.079835188,0.038474729,0.073113767
VSTM2A,0.258537864,0.041826618,0.533309748,0.787705136,NA
SEC61G,922.4810604,0.371972883,0.079745425,2.32E-06,9.20E-06
EGFR,945.4312224,-0.404269601,0.145959506,0.003733044,0.009016072
LOC119057340,1.493982626,0.384751447,0.640549958,0.131687748,0.211143519
LANCL2,122.7022721,-0.25033392,0.142232554,0.067753824,0.119936519
LOC128626824,81.5274493,-0.361764319,0.177536448,0.030656189,0.05973206
VOPP1,63.07137339,-0.516629725,0.229197354,0.012606006,0.027253433
LSMEM1,3.598402278,0.776990685,0.74068822,0.046633557,0.086560861
IFRD1,1286.754161,2.450369557,0.098963302,8.93E-137,1.14E-133
ZNF277,789.8773831,-0.347820577,0.136223088,0.00795552,0.017926184
DOCK4,616.9189127,-0.059905127,0.172339223,0.709829868,0.797073765
LOC119057308,0.501374082,0.137396153,0.550878364,0.257146491,0.366131807
IMMP2L,15.36190405,-0.221691418,0.34247699,0.414100072,0.534241873
LRRN3,26.79844325,0.520584145,0.327896351,0.053079748,0.096959295
DNAJB9,2909.433727,2.317853107,0.101791219,7.66E-116,5.96E-113
THAP5,600.6834241,2.118457985,0.119256199,9.93E-72,1.89E-69
GPR141,0.280564625,0.057401008,0.535270867,0.60405463,NA
ELMO1,212.9092499,-0.405382941,0.132371635,0.001498101,0.003919961
ANLN,5399.119703,0.140935571,0.1223024,0.23299349,0.337536295
MATCAP2,66.26667036,-0.589852457,0.216613443,0.002961986,0.007294425
EEPD1,12.27046909,0.183388786,0.332745399,0.491046845,0.607442883
SEPTIN7,5087.197189,0.01646925,0.054863532,0.797237122,0.85992175
HERPUD2,621.9012319,1.091774958,0.089903086,8.91E-35,3.54E-33
TBX20,1947.438204,2.223717999,0.122907323,3.01E-74,6.20E-72
DPY19L2,156.3993694,-0.554275884,0.166027569,0.000428461,0.001227423
DPY19L1,896.7928626,-0.823543455,0.07982183,1.92E-25,4.19E-24
BMPER,22.68864811,0.528970367,0.319535766,0.045781137,0.085128682
LOC128626839,13.84984915,-0.496792454,0.478346707,0.11447455,0.187573261
BBS9,696.0936168,1.536738444,0.074144284,2.56E-96,1.12E-93
LOC128626840,127.4498006,-0.104735039,0.166091026,0.500421148,0.616485271
RP9,101.783437,-0.223692149,0.161765113,0.14510948,0.229258526
NT5C3A,489.7890358,0.2829952,0.089257017,0.001329869,0.003507424
LOC119035304,0.364606173,0.014463782,0.52689105,0.984418147,NA
FKBP9,2173.804693,-0.394279581,0.067793767,2.97E-09,1.68E-08
LOC119035195,56.74971197,0.353003783,0.188787187,0.042982263,0.080509172
KBTBD2,1313.02611,1.315818033,0.083366862,4.70E-57,5.44E-55
AVL9,838.8563791,0.946894089,0.115765639,6.13E-17,7.06E-16
LSM5,411.7199642,-0.628525904,0.124107018,1.45E-07,6.72E-07
PDE1C,199.2656677,0.14407155,0.157149626,0.337266785,0.45524325
ADCYAP1R1,0.64441453,0.059766361,0.531834044,0.722472871,0.806167411
AQP1,20.41926045,-1.597028141,0.398776316,6.67E-06,2.48E-05
MINDY4,67.54742391,0.631779228,0.204570787,0.000854158,0.00233742
GARS1,3426.655425,1.143800063,0.060710149,6.82E-80,1.75E-77
LOC119035252,348.2025561,0.02357074,0.092532215,0.792173795,0.856317433
GGCT,359.4633419,0.173465003,0.085537793,0.041075447,0.077412764
NOD1,331.3422368,0.26019848,0.132071104,0.041730368,0.078492521
LOC128626878,14.2740701,-0.166128501,0.395434256,0.541129663,0.654263669
BTG1,2145.754355,2.852179502,0.146404368,1.08E-85,3.29E-83
PLEKHG7,114.9690979,-1.042936623,0.204976784,7.01E-08,3.39E-07
EEA1,2859.834542,1.143375247,0.140851938,8.74E-17,9.92E-16
LOC119050035,2.926626697,-0.189734106,0.506049368,0.412506718,0.532913783
LOC119050017,0.447436147,0.053860641,0.532437939,0.771356205,0.842075354
NUDT4,9228.00664,-0.339862274,0.074979306,4.89E-06,1.86E-05
UBE2N,3104.055613,-0.269016433,0.079613851,0.000622387,0.001740933
MRPL42,399.7240219,0.215437323,0.093175242,0.017487577,0.036393012
SOCS2,158.0940884,0.856602985,0.20436173,7.91E-06,2.91E-05
CRADD,98.50005465,-0.612617114,0.164035041,8.75E-05,0.000279239
PLXNC1,76.32210858,-1.827639237,0.26645752,6.56E-13,5.36E-12
CEP83,618.5982276,0.474489221,0.08205053,4.73E-09,2.62E-08
TMCC3,4.208247102,-0.03593441,0.457242829,0.880819385,0.920740558
KCNA6,0.41742281,0.08075055,0.537569561,0.494931772,0.611277928
KCNA1,8.265012054,2.986623022,2.082968681,0.00234321,0.005882982
GALNT8,8.729618656,1.261054074,0.494594741,0.00139104,0.003657451
NDUFA9,932.8393244,0.113136522,0.063626065,0.089539521,0.152205397
AKAP3,3.751914737,-1.130573678,1.414661863,0.024415154,0.048966965
DYRK4,0.618125231,-0.060937702,0.525303923,0.577015571,0.687167313
RAD51AP1,206.9442352,-0.519373824,0.141212716,0.00010544,0.0003313
CUNH12orf4,641.372378,-0.104298677,0.090566274,0.230855661,0.334791747
FGF23,1.82391961,0.110147605,0.509214165,0.550852751,0.66369051
TIGAR,542.520504,-0.103339701,0.096069674,0.27462715,0.386566627
CCND2,21046.59642,-1.044569311,0.125103384,1.42E-17,1.71E-16
LOC128626910,31.10369104,-1.038567046,0.315252725,0.000183177,0.000554734
PARP11,207.5349306,-0.368849283,0.13619749,0.00522692,0.01226529
CRACR2A,3.38800033,1.027279284,1.132786325,0.024466686,0.049042867
TSPAN11,1.323439358,-0.196915201,0.557362047,0.217580583,0.319391539
TSPAN9,2225.66409,-0.905946547,0.092826465,4.51E-23,8.27E-22
TEAD4,507.1801026,-0.181492312,0.118979343,0.115609729,0.189191076
TULP3,1262.783638,0.349247126,0.081525498,1.45E-05,5.16E-05
RHNO1,368.6497329,-0.754567843,0.112983625,8.29E-12,6.15E-11
FOXM1,225.0970745,-1.387059705,0.191283255,6.74E-14,6.02E-13
NRIP2,3.105685108,0.001927464,0.45991746,0.986198155,0.99807205
ITFG2,453.6042263,0.071047682,0.080698765,0.373895606,0.493495924
LOC128626937,312.0641294,-0.3348635,0.123050588,0.005196657,0.01220067
FKBP4,1634.04832,-0.278212215,0.072341309,9.53E-05,0.000301479
WASHC1,526.6407469,0.470446,0.081867212,4.56E-09,2.52E-08
KDM5A,2423.523053,0.186452051,0.092307694,0.038225733,0.072701936
CCDC77,453.925311,-0.019416097,0.096820633,0.829696402,0.883192414
B4GALNT3,1041.387491,-1.132448246,0.123687327,1.34E-20,2.04E-19
LOC128626955,1.550628026,-0.226870942,0.568894551,0.184351113,0.279167825
NINJ2,5.245612052,-0.107477403,0.463029968,0.664253631,0.761405506
WNK1,6703.781463,0.105527862,0.066548769,0.097505143,0.163889872
RAD52,190.9323652,0.285465649,0.115823475,0.012831045,0.0276765
ERC1,1452.743155,-0.343606444,0.089623403,9.81E-05,0.000309757
WNT5B,188.9582339,-1.204238289,0.164328636,3.13E-14,2.90E-13
FBXL14,413.0064342,0.525665889,0.089146,1.80E-09,1.05E-08
ADIPOR2,1203.847347,0.735084072,0.069047923,6.96E-27,1.70E-25
CACNA2D4,5.52838799,0.123990159,0.422749411,0.649857452,0.749073288
LOC119051683,2.963681458,0.517857124,0.609387706,0.112808192,0.185351391
LRTM2,6.066146706,0.885748709,0.581122274,0.022512968,0.045559961
DCP1B,761.6057409,-0.787106557,0.074077137,5.88E-27,1.45E-25
CACNA1C,2378.989553,-0.182727418,0.188170441,0.294108183,0.40808877
C1QTNF9,7.408225599,-0.562341746,0.562156884,0.09319052,0.15764191
SPATA13,400.0590883,-0.731023039,0.102104379,2.93E-13,2.47E-12
AMER2,34.31518401,-1.75931316,0.342768701,3.19E-08,1.61E-07
LOC128627030,0.550140206,-0.146128187,0.555269908,0.181440883,0.275576031
UGT2A1,83.39087753,0.016568684,0.224174153,0.950398568,0.97432712
LOC119043925,0.736420822,0.072078933,0.515993518,0.694201686,0.785542706
ARHGEF5,13.94748361,1.6029006,0.441669881,3.41E-05,0.00011519
NOBOX,3.097684044,-0.516613016,0.819517336,0.049810381,0.091726055
TPK1,148.1118999,-0.445648734,0.136686825,0.000680427,0.001888249
LOC128627069,2.943043475,-0.213755495,0.519266958,0.356057186,0.475449365
LOC128627068,8.602252936,0.236859458,0.417325314,0.39880929,0.51888651
LOC128627072,73.99245196,0.29044729,0.17728787,0.081155133,0.140034225
ZNF354A,2425.18154,0.656414056,0.057424985,4.59E-31,1.47E-29
SMURF1,675.2125688,0.760479214,0.102427533,4.10E-14,3.75E-13
KPNA7,0.168978499,0.021565667,0.531956671,0.913482201,NA
TRRAP,8670.11939,0.386288386,0.076742997,3.56E-07,1.57E-06
LOC119062981,2.716943708,0.092525099,0.455722387,0.710803292,0.797607328
LOC128627176,0.771584327,-0.049287611,0.512084424,0.724281192,0.807682175
LOC119052713,706.514344,-0.065100893,0.08919774,0.45739959,0.575758523
HIGD2A,200.0449606,-0.540150481,0.144959391,0.000106265,0.000333655
CLTB,1066.648186,0.000364385,0.074934332,0.98311905,0.997284928
LOC128627103,8.885968043,-1.187868248,0.527264085,0.003281636,0.008008961
FAF2,976.3187739,0.273039658,0.063412213,1.52E-05,5.37E-05
RNF44,1273.744367,0.581467574,0.075451887,6.12E-15,5.97E-14
CDHR2,1072.657547,-0.028142533,0.201758001,0.87726542,0.917893317
GPRIN1,3.160702796,-0.184213663,0.481791522,0.457148853,0.575597294
SNCB,6.885562039,-0.784458141,0.766959498,0.049312883,0.0909127
TSPAN17,633.3921654,-0.202863233,0.093273217,0.027098987,0.053617389
UNC5A,1.294444055,-0.142228651,0.511915291,0.467361479,0.585378095
HK3,40.01580708,-0.225762916,0.343961433,0.381045642,0.500506671
UIMC1,363.8379032,-0.03783369,0.082899557,0.643357724,0.743734481
ZNF346,214.0217004,0.418554864,0.11526229,0.000272059,0.00080406
FGFR4,234.4780824,-0.84910716,0.171754755,2.22E-07,1.01E-06
LOC119035150,27.36274668,-0.393966989,0.310974649,0.126480323,0.204182868
LOC119035162,6.830305744,-0.913869453,0.705759697,0.028144323,0.055410296
LOC119035164,0.619554237,-0.088214832,0.537784608,0.491285392,0.60762033
NSD1,4171.631432,0.16529584,0.103395641,0.092386647,0.15643126
RAB24,543.533018,0.346424334,0.077308102,5.85E-06,2.19E-05
PRELID1,1736.003531,-0.015790011,0.097994927,0.823422847,0.878515639
MXD3,33.14670802,-0.497937659,0.272487671,0.035618732,0.068250823
LOC128627128,55.5513251,0.316536148,0.213268998,0.104428748,0.173766643
LMAN2,1117.564589,0.162439732,0.064489602,0.013316594,0.028610158
RGS14,59.93139537,-1.05794954,0.235743157,1.43E-06,5.82E-06
SLC34A1,4.73013699,-2.228100312,1.278509148,0.007924516,0.01786531
PFN3,3.881761477,0.015398296,0.454865776,0.945363964,0.970442949
F12,4.697408643,0.094270121,0.445202389,0.691167574,0.783384466
GRK6,823.3259655,0.095166116,0.080485831,0.22566039,0.328747076
PRR7,33.54341051,-0.6132495,0.325507795,0.023374338,0.047127464
DBN1,5277.464367,-0.8578529,0.063711821,6.32E-42,3.76E-40
PDLIM7,6991.924135,-0.250595271,0.084043094,0.002355814,0.005909656
DOK3,25.86603345,-0.473930737,0.293619124,0.058249097,0.105137097
DDX41,727.3661102,-0.372457531,0.112037173,0.000629493,0.001758341
FAM193B,437.9179499,-0.035925284,0.104143314,0.720254406,0.804535817
TMED9,2092.031903,0.211838217,0.057206871,0.000172822,0.00052515
B4GALT7,437.7401974,-0.082613883,0.096574565,0.38423835,0.503732935
LOC128627174,0.182055887,0.045266584,0.534048055,0.84689085,NA
N4BP3,21.41490539,1.103571149,0.331535681,0.000152829,0.000467729
RMND5B,231.4743791,0.038012705,0.128766132,0.772159836,0.842510087
NHP2,505.80332,-0.063173393,0.103698725,0.538645741,0.651964403
HNRNPAB,4692.317244,-0.239420575,0.058332347,3.73E-05,0.000125223
PHYKPL,157.5638301,-0.290016249,0.167602751,0.066385052,0.117803233
COL23A1,643.7241076,0.301442546,0.09551843,0.001378224,0.003625351
CLK4,1444.256992,1.296304772,0.088667102,3.24E-49,2.66E-47
LOC119055211,402.6493783,1.028914864,0.163074123,6.17E-11,4.20E-10
RACK1,13316.15982,0.13850364,0.074622111,0.06094868,0.109337793
LOC119055282,9.966259377,-0.089567812,0.372373053,0.737887983,0.818253266
LOC119055276,47.37201759,0.228060724,0.218293779,0.253235386,0.361539977
TRIM41,1122.66173,-0.340767963,0.06443898,9.75E-08,4.63E-07
TRIM7,6.84399804,0.023793275,0.387862061,0.941226403,0.9675862
LOC119060425,0.306633197,-0.009127023,0.53224667,0.997606566,NA
SMAP1,1288.694551,0.284689966,0.051531616,2.85E-08,1.44E-07
B3GAT2,40.90692241,0.202228908,0.223679222,0.316600223,0.432662822
OGFRL1,637.030314,2.371735207,0.150895516,8.12E-57,9.15E-55
LOC119040711,66.60028231,-0.545230648,0.251948369,0.014636601,0.031132535
RIMS1,656.0893259,0.977134433,0.161538469,3.18E-10,2.00E-09
LOC119050786,3.385558516,-0.305856892,0.529017049,0.249108211,0.356471462
KCNQ5,328.8940949,1.776363439,0.228425144,8.35E-16,8.68E-15
KHDC3L,1.291530469,-0.04750028,0.500412699,0.789636543,0.854633729
LOC119050929,0.252056798,-0.015406906,0.532697684,0.883627535,NA
CGAS,3.275795526,0.112825912,0.509345209,0.557458186,0.669489968
MTO1,275.4310881,0.515380042,0.102426391,2.64E-07,1.19E-06
EEF1A1,160752.5918,0.027517672,0.049526094,0.475498915,0.593120752
