"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"LOC128626932",0.211241345053146,-7.45964426659055e-09,0.00144269503594035,0.991175256485247,0.999130789050841
"LOC119041959",10.5013499976702,-1.40603842906541e-06,0.00144269082737985,0.429784706985558,0.999130789050841
"LOC119041957",13.3689812793219,-8.28561730107067e-07,0.00144269365789353,0.412924537388402,0.999130789050841
"LOC119041976",21.9012807202576,-4.50378317849327e-06,0.0014426924605333,0.0319727145405241,0.999130789050841
"LOC119041968",74.923640476577,-7.93208823021679e-06,0.00144267594181487,0.0884462035759085,0.999130789050841
"SP140",35.6408951650419,2.00737251295734e-06,0.00144267229176225,0.630536388363387,0.999130789050841
"SP110",444.507369499856,1.27589532059579e-05,0.00144253319675848,0.280469804385238,0.999130789050841
"LOC119041977",0.563868472699563,-1.1593653680797e-07,0.00144269477563993,0.652399486569035,0.999130789050841
"SLC16A14",15.8544360584436,-5.90348746971946e-06,0.00144269197398905,0.0215561443556888,0.999130789050841
"FBXO36",133.133671869654,-2.20929315329067e-05,0.00144271158112163,0.00166335858382904,0.999130789050841
"TRIP12",11195.4501234621,2.06914421833719e-05,0.00144202257770427,0.372596666063149,0.999130789050841
"DNER",197.425475813698,3.19931607945744e-06,0.00144260937776896,0.634952611466508,0.999130789050841
"PID1",23.9832419791102,-2.1828622043725e-06,0.00144267931311555,0.510851493770358,0.999130789050841
"SPHKAP",7.67053077188669,-9.64955072241231e-07,0.00144269153605069,0.561967361065322,0.999130789050841
"DAW1",10.5562709794758,-8.51897217820246e-08,0.00144268878994443,0.966172824911472,0.999130789050841
"CCL20",1.34190910872017,-3.01633183421831e-07,0.00144269414533094,0.669473606844397,0.999130789050841
"LOC128627384",3.26833306226942,6.97394101936562e-07,0.00144269376736861,0.472474421705613,0.999130789050841
"SLC19A3",234.962152494244,-1.0276577479679e-05,0.00144262074654057,0.208599044943837,0.999130789050841
"AGFG1",2462.00540493374,-6.14222147923471e-06,0.00144180942486237,0.807173624413632,0.999130789050841
"TM4SF20",16.2279118776409,-1.54369082843578e-06,0.00144268532931351,0.544042081573796,0.999130789050841
"MFF",1966.26918556975,1.88739777913251e-05,0.00144216428441545,0.361201522816027,0.999130789050841
"LOC119044744",65.2154700951495,8.0790358800254e-07,0.00144266019672181,0.875323272859508,0.999130789050841
"COL4A3",43.7767409076831,2.19002477219728e-06,0.00144267298839949,0.588076707400293,0.999130789050841
"COL4A4",25.9710580638754,-3.21409546005275e-06,0.00144268112105947,0.339708359423048,0.999130789050841
"RHBDD1",439.525183735018,-2.96582862800402e-06,0.00144243913334532,0.825512942058401,0.999130789050841
"LOC119044738",211.000921524606,5.00762057962039e-06,0.00144261080825271,0.533413827181904,0.999130789050841
"IRS1",11334.6898186321,3.0950117154018e-05,0.00144224953813656,0.140894121920262,0.999130789050841
"LOC119044736",2.36629361550563,9.92747955431996e-08,0.00144269364852204,0.933084922965802,0.999130789050841
"LOC119044754",0.233208385188907,7.95511818316446e-08,0.00144269496648977,0.985766315323176,0.999130789050841
"NYAP2",180.022783463704,1.0445178432746e-05,0.00144263652387215,0.160923136278212,0.999130789050841
"DOCK10",0.339239795058871,1.5422348387499e-07,0.00144269496144394,0.874348414331583,0.999130789050841
"LOC128627588",30.1763337201257,1.80715179404985e-06,0.00144267871926557,0.592464868634166,0.999130789050841
"CUL3",2598.56983100558,-1.08883604810483e-05,0.00144175713912367,0.678163631139876,0.999130789050841
"SERPINE2",300.059452650463,-1.04128517509846e-05,0.00144257391780304,0.295343169104167,0.999130789050841
"MRPL44",259.295902775652,-4.11292360710996e-06,0.00144260604183896,0.612976924407865,0.999130789050841
"WDFY1",1942.85320662565,4.73839920938109e-05,0.0014421801390332,0.0637627102065861,0.999130789050841
"AP1S3",822.082315574098,1.15799765453447e-05,0.00144237809068038,0.44844074198375,0.999130789050841
"SCG2",0.596099382662621,3.40695282844408e-07,0.00144269461843496,0.731558913561361,0.999130789050841
"LOC119061933",1146.71283826614,2.06561030661889e-06,0.00144267118891509,0.626241612224766,0.999130789050841
"KCNE4",0.0868655763035126,-6.71112489162814e-09,0.00144269503690819,0.99189696610484,0.999130789050841
"ACSL3",1128.46056649345,-2.11016210010778e-06,0.00144207608406342,0.921438068006952,0.999130789050841
"MOGAT1",42.5770745395657,2.80529097188406e-07,0.00144267382366878,0.943386069669738,0.999130789050841
"FARSB",1784.20191867002,1.64542067079933e-05,0.00144211349503086,0.439717714499994,0.999130789050841
"SGPP2",2.73591257459058,-1.67003511413614e-07,0.00144269334083949,0.88365784098207,0.999130789050841
"LOC128626908",0.697086960411415,7.41929788899753e-07,0.00144269482255287,0.189577130273365,0.999130789050841
"EPHA4",7525.55582326858,7.94944243585328e-06,0.00144189091316726,0.696242134874057,0.999130789050841
"LOC128626614",0.161676851174357,9.95861352813574e-08,0.00144269503949114,0.933065667799822,0.999130789050841
"LOC119047933",0.228120801642128,6.681463248227e-08,0.00144269495319003,0.981385752985063,0.999130789050841
"SLC4A3",108.708991855508,-2.60267702466676e-06,0.00144263865848814,0.685771803919765,0.999130789050841
"STK11IP",221.848037565466,-5.0873972368554e-06,0.00144260797024447,0.531082401735222,0.999130789050841
"INHA",0.106735542353944,-8.23394220168816e-09,0.00144269503670995,0.991887114899019,0.999130789050841
"OBSL1",3.45326586579168,-3.77464559751525e-07,0.00144269331612836,0.749397257522751,0.999130789050841
"TMEM198",7.29874648140903,-2.58641044371502e-07,0.00144269107018031,0.880448120148257,0.999130789050841
"CHPF",862.244563187858,1.05539129173757e-05,0.00144259420354685,0.26024900663715,0.999130789050841
"ASIC4",0.434934344433796,7.08345493580155e-08,0.00144269487684135,0.922464467249289,0.999130789050841
"GMPPA",321.59007131063,-2.55680028034482e-06,0.00144256818488099,0.783553920515012,0.999130789050841
"SPEGNB",0.826847075579252,-4.24637836228438e-07,0.00144269466972758,0.402286533150246,0.999130789050841
"SPEG",698.292639244203,3.19354644872872e-06,0.00144253181127218,0.783199764979305,0.999130789050841
"DES",1.54187056342811,1.72969150702311e-07,0.00144269462764628,0.688059394130558,0.999130789050841
"DNPEP",172.889414232281,-7.70812060801773e-06,0.00144262833401646,0.303814444519318,0.999130789050841
"PTPRN",322.524758546667,7.91013077569179e-06,0.00144255307802084,0.45260435717858,0.999130789050841
"DNAJB2",599.516075891928,6.53638337232621e-06,0.0014425304545082,0.560341356923159,0.999130789050841
"LOC119056902",3.63287062029218,8.35834228038229e-07,0.00144269249443983,0.549487636468787,0.999130789050841
"LOC119056884",798.431312436776,2.31436453522475e-06,0.00144251876154747,0.835984296168811,0.999130789050841
"STK16",450.603046176803,-1.05827695044808e-05,0.00144257819855124,0.285069170864874,0.999130789050841
"GLB1L",360.141539527045,1.26439315761962e-06,0.00144253998043369,0.906769223910415,0.999130789050841
"ANKZF1",553.102538798624,8.77039602384812e-06,0.00144245763233701,0.517575536865404,0.999130789050841
"ATG9A",957.912825457155,-6.26305248509782e-06,0.00144231279909205,0.705528364791059,0.999130789050841
"ABCB6",720.754652997697,-2.64950406554627e-06,0.00144231455366797,0.872541911312518,0.999130789050841
"ZFAND2B",268.051736877952,-1.46344218399714e-06,0.00144261051042252,0.851237722173591,0.999130789050841
"RETREG2",1083.65807543555,6.94690876451037e-06,0.00144233567607655,0.670743102606445,0.999130789050841
"CNPPD1",607.849058810952,5.79593466851796e-06,0.00144248980722652,0.641185259127057,0.999130789050841
"SLC23A3",37.3308175178675,-5.64177398221829e-06,0.00144267903718632,0.152129076836587,0.999130789050841
"NHEJ1",58.5498619802976,2.74485159221795e-06,0.00144266508656985,0.564673539633158,0.999130789050841
"IHH",0.0973533600316764,-1.58729041905499e-08,0.00144269503930035,0.847522401254944,0.999130789050841
"CFAP65",9.0326327266778,-3.73659534531866e-06,0.00144269252498005,0.0479190878701347,0.999130789050841
"CDK5R2",0.245275495039835,-3.59582737063454e-08,0.00144269502329057,0.982949052176301,0.999130789050841
"WNT6",3.31130308267006,4.24677213576807e-07,0.00144269353420867,0.674662693550813,0.999130789050841
"LOC119056899",4.47321381171126,-9.30780537618988e-07,0.00144269261371076,0.49020139945602,0.999130789050841
"TTLL4",587.280270579839,-1.18193169229054e-05,0.0014424826372811,0.364329564745625,0.999130789050841
"STK36",527.79266326502,-1.04239640651553e-06,0.00144249029991658,0.92982646574692,0.999130789050841
"RNF25",625.349668154338,1.03440739077061e-06,0.00144244251607199,0.939637911180981,0.999130789050841
"LOC119039496",478.568326520003,-3.48893998707712e-06,0.00144245584861856,0.791825096812615,0.999130789050841
"ZNF142",646.907773493659,2.17348051755772e-05,0.0014425321964227,0.10176611955088,0.999130789050841
"PLCD4",128.455836688085,4.44033176500234e-06,0.00144263560715421,0.511441955148156,0.999130789050841
"LOC128628050",2.90581439112168,1.47963312472106e-06,0.00144269389479201,0.153819292114402,0.999130789050841
"CNOT9",1327.60938886579,4.01534031579032e-05,0.00144224605632186,0.0800542246123772,0.999130789050841
"USP37",1235.2128142619,1.7136793800896e-05,0.00144231051422241,0.334320524230901,0.999130789050841
"VIL1",3.2349749966007,-1.8002460736216e-06,0.00144269386874437,0.106017094353806,0.999130789050841
"CTDSP1",469.248827153306,-4.48090067973927e-06,0.00144246703912521,0.711257576871412,0.999130789050841
"SLC11A1",1.64629933611192,-7.09043220189968e-07,0.00144269437517643,0.339440883199332,0.999130789050841
"CATIP",4.14346395949272,-1.23713992219881e-06,0.00144269386845648,0.238801258043949,0.999130789050841
"LOC119039533",275.827897581731,2.62671587242048e-06,0.00144253675567619,0.806990735680541,0.999130789050841
"TMBIM1",5603.96870859474,-7.74595311678271e-06,0.00144199432036045,0.731229342479088,0.999130789050841
"LOC119039537",285.391781682872,5.9671554010142e-06,0.00144262361379108,0.428304565118809,0.999130789050841
"AAMP",2321.63861996307,7.36770051788813e-06,0.00144240085091322,0.618932223940031,0.999130789050841
"GPBAR1",5.18933595642653,-1.25914453242822e-06,0.00144269273858737,0.353798232969449,0.999130789050841
"ARPC2",14406.9757262869,-2.30274327772268e-05,0.00144227255998008,0.23610537792997,0.999130789050841
"CXCR1",73.4868583101603,8.15958925771578e-07,0.00144264596230482,0.893918777020119,0.999130789050841
"LOC119039525",0.346189361821721,3.13497036533744e-07,0.00144269494266335,0.527741900930445,0.999130789050841
"LOC119039529",624.151755143301,2.65070469412935e-05,0.00144252258432373,0.0674710234055541,0.999130789050841
"RUFY4",709.209270638414,2.65769369638276e-05,0.0014424324902044,0.112201842863639,0.999130789050841
