,baseMean,log2FoldChange,lfcSE,pvalue,padj
LOC119039079,0.111709583,-1.68E-05,0.046134738,0.992601533,NA
TBX20,1090.162258,0.034803409,0.053379932,0.141233542,0.465403051
DPY19L2,149.791557,-0.006155431,0.044335534,0.656235056,0.861345562
DPY19L1,735.4599906,0.016310924,0.040328247,0.46777448,0.755442426
NPSR1,3.314805203,0.003701529,0.046288494,0.140795161,NA
LOC119035193,0.574046448,-0.000197649,0.046133597,0.964118819,NA
LOC128626758,0.193631672,-3.66E-05,0.046134623,0.989623096,NA
BMPER,3464.859512,-0.015374502,0.04234977,0.460839949,0.752283009
BBS9,474.9530222,0.000763953,0.039837342,0.970046592,0.987982457
RP9,559.0849834,0.020345275,0.042527487,0.335557099,0.664644841
NT5C3A,552.3011145,-0.033881427,0.054099608,0.136065908,0.458861522
FKBP9,2035.662948,0.003658106,0.031389793,0.873435229,0.955944283
LOC119035195,115.4901289,0.001352906,0.044098492,0.930261821,NA
KBTBD2,1314.578796,0.051983124,0.051326855,0.077781622,0.361077566
AVL9,1435.358512,0.033301261,0.04344364,0.1964475,0.542791644
LSM5,470.0434565,0.023359219,0.05005222,0.189674875,0.534251775
PDE1C,167.1854506,-0.0036965,0.044181619,0.663931371,0.864455915
ITPRID1,0.163278936,-3.42E-05,0.046134676,0.990739079,NA
ADCYAP1R1,0.344447299,0.000121974,0.046133822,0.948459418,NA
AQP1,22.60108427,-0.011013322,0.047630702,0.091356247,NA
MINDY4,69.38819968,-0.025160935,0.055200286,0.033460943,NA
CRHR2,0.12575475,-3.00E-05,0.046134798,0.933793555,NA
GARS1,3095.595338,-0.024867666,0.034461107,0.314957179,0.648377259
LOC119035289,3.185712486,0.002477291,0.046184541,0.240293541,NA
LOC119035252,394.0995462,0.009113585,0.042409455,0.623228949,0.843558592
GGCT,289.2907207,-0.00363106,0.043830831,0.810946852,0.93120906
NOD1,258.9498634,-0.11308283,0.165191146,0.013755789,0.175622821
LOC128626782,1.368751013,-0.000126515,0.046124435,0.951336151,NA
LOC128626878,13.3630491,-0.003839889,0.046145996,0.398246948,NA
BTG1,590.650262,0.008759506,0.041656108,0.650783098,0.858234977
PLEKHG7,157.5165186,-0.0141274,0.045903402,0.369597162,0.686637365
EEA1,2669.544281,0.008285178,0.043112737,0.630598735,0.846932488
LOC119050035,23.54590062,-0.008579432,0.046859169,0.182806479,NA
LOC119050017,0.494262501,0.000265147,0.046132141,0.989439206,NA
LOC128626880,0.254219913,-7.18E-05,0.046134338,0.983501144,NA
NUDT4,10437.08977,0.087516102,0.031070672,0.000886948,0.048500778
UBE2N,4236.136359,0.00677676,0.037278173,0.762676581,0.913212883
MRPL42,514.4658398,0.013346019,0.043654011,0.475862042,0.75884193
SOCS2,160.5159002,0.014175451,0.046011215,0.363923069,0.684441851
CRADD,202.0098169,-0.006041608,0.043764725,0.689171803,0.875696418
LOC128626887,1.063026848,0.002327154,0.046206943,0.054733007,NA
PLXNC1,97.36582184,-0.009261732,0.045740148,0.441007414,NA
CEP83,1839.006092,0.033053206,0.044795876,0.195869349,0.542386918
TMCC3,5.601701531,-0.000836484,0.046051227,0.877190461,NA
KCNA6,2.438087826,0.002331496,0.046183659,0.216827066,NA
GALNT8,50.84783874,0.015198606,0.049029103,0.081405522,NA
NDUFA9,1041.598741,0.005307522,0.037978828,0.807751112,0.929968789
AKAP3,9.459995739,-0.006699739,0.046693166,0.090230779,NA
DYRK4,8.663869649,0.000191357,0.045933023,0.739474936,NA
RAD51AP1,454.1632709,0.027887455,0.04830858,0.215612463,0.560063448
CUNH12orf4,1190.214574,0.027292445,0.042852012,0.265237763,0.604511457
FGF6,0.145995909,-3.91E-05,0.046134786,0.925329427,NA
FGF23,8.10492176,0.007175366,0.046792763,0.079404239,NA
TIGAR,758.0996086,0.044815494,0.054963996,0.102607963,0.404036234
CCND2,32378.42664,-0.034736279,0.037813672,0.179084749,0.520866738
PARP11,247.9178551,0.002112727,0.042633078,0.898240293,0.961845313
CRACR2A,3.080906562,0.002179685,0.046155826,0.341509832,NA
PRMT8,0.203850991,-4.50E-05,0.046134522,0.987319587,NA
TSPAN11,2.542336042,0.0044606,0.046410554,0.04379026,NA
TSPAN9,2755.028689,-0.022833126,0.034605814,0.347796875,0.672261881
TEAD4,576.1406341,-0.016009635,0.043142668,0.433268784,0.734585231
TULP3,1213.467322,0.026776481,0.043401289,0.268625833,0.60837082
RHNO1,353.3230563,-0.003054983,0.042467305,0.855589194,0.947926028
FOXM1,265.1694848,0.007416504,0.043074079,0.661154382,0.863013503
NRIP2,8.68709765,0.000728883,0.045967625,0.877277802,NA
ITFG2,542.9735878,0.016645728,0.042509294,0.433200014,0.734585231
LOC128626937,319.6982016,-0.00163767,0.043232139,0.914004907,0.968671867
FKBP4,1707.356672,0.008640902,0.0358763,0.7067742,0.884723876
WASHC1,654.4919289,-0.022465194,0.042001543,0.33638247,0.664726267
IQSEC3,0.414685522,9.43E-05,0.046130446,0.866210967,NA
SLC6A13,0.930589805,0.000646358,0.046122141,0.689831429,NA
KDM5A,1887.12944,0.074544569,0.060823563,0.030384246,0.242954533
CCDC77,1052.565353,0.039335258,0.049498034,0.138357781,0.462227161
LOC119045239,0.095147736,0.000450026,0.04613624,0.857553968,NA
LOC119045223,0.090457084,0.000257362,0.046134363,0.948339424,NA
B4GALNT3,1135.931198,0.044639289,0.04761675,0.110582255,0.417790498
NINJ2,35.85364218,0.010665502,0.047165846,0.202971811,NA
LOC119045226,0.377495756,0.000690132,0.046137737,0.577333428,NA
WNK1,6734.427119,0.007496008,0.037586748,0.736039175,0.902393255
RAD52,544.4091517,0.01858511,0.045784165,0.331976593,0.661135501
LOC119045236,5.388030001,0.002974383,0.046183454,0.355180016,NA
ERC1,1558.839702,0.005633956,0.040318507,0.779502244,0.921052432
WNT5B,375.1056024,0.018329153,0.045968355,0.32848251,0.658973493
ADIPOR2,1132.367408,-0.025787913,0.039034337,0.297261994,0.632918513
CACNA2D4,6.916350402,0.00103011,0.046008206,0.77869879,NA
DCP1B,854.870069,0.073877719,0.078230336,0.03390806,0.252104441
CACNA1C,6036.001691,0.007450237,0.04234583,0.680696032,0.871520562
C1QTNF9,9.809199586,0.009525233,0.047466899,0.011774026,NA
SPATA13,648.9048335,0.016624945,0.045346957,0.366420317,0.685553275
AMER2,25.36395281,-0.008236333,0.046754093,0.179505155,NA
LOC119061432,114.001393,0.013556307,0.047219897,0.367491409,NA
LOC128627030,1.551369826,0.001815523,0.046164927,0.178347461,NA
UGT2A1,178.044021,-0.015274876,0.047289299,0.276455864,0.614742587
LOC119043925,2.952030172,-0.001324138,0.046097886,0.564424209,NA
ARHGEF5,7.906992984,-0.003532351,0.046207582,0.309454896,NA
NOBOX,2.806320118,-0.000632524,0.046079198,0.761969969,NA
TPK1,254.0646076,-0.014655951,0.045807825,0.369902191,0.686752632
LOC128627072,53.00435271,0.001635073,0.045445187,0.79594656,NA
ZNF354A,1958.346782,-0.00605864,0.031775004,0.790715428,0.924514114
MINAR2,0.296648758,0.000314965,0.046133789,0.863270363,NA
